grid_size,complexity,run,algorithm,iterations,final_avg_utility,env_label
6,0.7,7,value_iteration,1141,89.07586562554732,env_grid6_complex0.7_run7
6,0.7,7,policy_iteration,6,89.07683453605648,env_grid6_complex0.7_run7
6,0.7,8,value_iteration,1134,83.8199214692963,env_grid6_complex0.7_run8
6,0.7,8,policy_iteration,8,83.82050237419818,env_grid6_complex0.7_run8
6,0.7,9,value_iteration,1146,88.79546347768625,env_grid6_complex0.7_run9
6,0.7,9,policy_iteration,5,88.79572840800769,env_grid6_complex0.7_run9
6,0.8,0,value_iteration,1146,81.06245854994744,env_grid6_complex0.8_run0
6,0.8,0,policy_iteration,5,81.0631593903655,env_grid6_complex0.8_run0
6,0.8,1,value_iteration,1146,96.59142628752465,env_grid6_complex0.8_run1
6,0.8,1,policy_iteration,6,96.59221412782838,env_grid6_complex0.8_run1
6,0.8,2,value_iteration,1146,96.45010286327457,env_grid6_complex0.8_run2
6,0.8,2,policy_iteration,7,96.45088147505098,env_grid6_complex0.8_run2
6,0.8,3,value_iteration,1146,81.95138617283519,env_grid6_complex0.8_run3
6,0.8,3,policy_iteration,6,81.9521290250358,env_grid6_complex0.8_run3
6,0.8,4,value_iteration,1146,97.316727527845,env_grid6_complex0.8_run4
6,0.8,4,policy_iteration,5,97.3176895385449,env_grid6_complex0.8_run4
6,0.8,5,value_iteration,1146,96.7297736179067,env_grid6_complex0.8_run5
6,0.8,5,policy_iteration,5,96.73048192659186,env_grid6_complex0.8_run5
6,0.8,6,value_iteration,1146,94.85336867383366,env_grid6_complex0.8_run6
6,0.8,6,policy_iteration,5,94.85434672296552,env_grid6_complex0.8_run6
6,0.8,7,value_iteration,1146,95.94391870722005,env_grid6_complex0.8_run7
6,0.8,7,policy_iteration,5,95.94489841215477,env_grid6_complex0.8_run7
6,0.8,8,value_iteration,1146,94.8426628806983,env_grid6_complex0.8_run8
6,0.8,8,policy_iteration,8,94.84364130615548,env_grid6_complex0.8_run8
6,0.8,9,value_iteration,1146,89.8418317413644,env_grid6_complex0.8_run9
6,0.8,9,policy_iteration,6,89.8424733482093,env_grid6_complex0.8_run9
6,0.9,0,value_iteration,1146,84.95430242786865,env_grid6_complex0.9_run0
6,0.9,0,policy_iteration,6,84.95507345021102,env_grid6_complex0.9_run0
6,0.9,1,value_iteration,1146,97.75441617154402,env_grid6_complex0.9_run1
6,0.9,1,policy_iteration,4,97.75537524815924,env_grid6_complex0.9_run1
6,0.9,2,value_iteration,1146,97.11380757514817,env_grid6_complex0.9_run2
6,0.9,2,policy_iteration,6,97.11446207472946,env_grid6_complex0.9_run2
6,0.9,3,value_iteration,1146,81.93120530084991,env_grid6_complex0.9_run3
6,0.9,3,policy_iteration,5,81.93156260183584,env_grid6_complex0.9_run3
6,0.9,4,value_iteration,1146,97.44552740499806,env_grid6_complex0.9_run4
6,0.9,4,policy_iteration,6,97.44650056783792,env_grid6_complex0.9_run4
6,0.9,5,value_iteration,1146,97.54550320041193,env_grid6_complex0.9_run5
6,0.9,5,policy_iteration,8,97.5463038972197,env_grid6_complex0.9_run5
6,0.9,6,value_iteration,1146,96.46996124029894,env_grid6_complex0.9_run6
6,0.9,6,policy_iteration,3,96.47062271016544,env_grid6_complex0.9_run6
6,0.9,7,value_iteration,1146,89.91797621070572,env_grid6_complex0.9_run7
6,0.9,7,policy_iteration,5,89.91867402765564,env_grid6_complex0.9_run7
6,0.9,8,value_iteration,1146,96.9214008251987,env_grid6_complex0.9_run8
6,0.9,8,policy_iteration,9,96.92237631484414,env_grid6_complex0.9_run8
6,0.9,9,value_iteration,1146,89.92008064298672,env_grid6_complex0.9_run9
6,0.9,9,policy_iteration,5,89.92047960423757,env_grid6_complex0.9_run9
6,1.0,0,value_iteration,1146,96.5135523428986,env_grid6_complex1.0_run0
6,1.0,0,policy_iteration,5,96.51441902497878,env_grid6_complex1.0_run0
6,1.0,1,value_iteration,1146,97.86062246714003,env_grid6_complex1.0_run1
6,1.0,1,policy_iteration,5,97.86158175012547,env_grid6_complex1.0_run1
6,1.0,2,value_iteration,1146,97.40548800767563,env_grid6_complex1.0_run2
6,1.0,2,policy_iteration,5,97.40636383869708,env_grid6_complex1.0_run2
6,1.0,3,value_iteration,1146,81.6803276860086,env_grid6_complex1.0_run3
6,1.0,3,policy_iteration,4,81.6810892050937,env_grid6_complex1.0_run3
6,1.0,4,value_iteration,1146,89.52989009667824,env_grid6_complex1.0_run4
6,1.0,4,policy_iteration,4,89.5306716135634,env_grid6_complex1.0_run4
6,1.0,5,value_iteration,1146,97.93423513452494,env_grid6_complex1.0_run5
6,1.0,5,policy_iteration,5,97.93513449029747,env_grid6_complex1.0_run5
6,1.0,6,value_iteration,1146,96.4582010117228,env_grid6_complex1.0_run6
6,1.0,6,policy_iteration,3,96.45885051192742,env_grid6_complex1.0_run6
6,1.0,7,value_iteration,1146,89.89326841322492,env_grid6_complex1.0_run7
6,1.0,7,policy_iteration,4,89.89359883806132,env_grid6_complex1.0_run7
6,1.0,8,value_iteration,1146,96.46525044563971,env_grid6_complex1.0_run8
6,1.0,8,policy_iteration,6,96.46623228643323,env_grid6_complex1.0_run8
6,1.0,9,value_iteration,1146,73.64591128658206,env_grid6_complex1.0_run9
6,1.0,9,policy_iteration,6,73.64632699480485,env_grid6_complex1.0_run9
8,0.0,0,value_iteration,848,-4.999015421795402,env_grid8_complex0.0_run0
8,0.0,0,policy_iteration,2,-4.999025267577448,env_grid8_complex0.0_run0
8,0.1,0,value_iteration,1132,80.23188645440476,env_grid8_complex0.1_run0
8,0.1,0,policy_iteration,7,80.2322038008728,env_grid8_complex0.1_run0
8,0.1,1,value_iteration,1118,69.71596416174471,env_grid8_complex0.1_run1
8,0.1,1,policy_iteration,7,69.71631608839019,env_grid8_complex0.1_run1
8,0.1,2,value_iteration,1132,80.600288311558,env_grid8_complex0.1_run2
8,0.1,2,policy_iteration,6,80.60044976963229,env_grid8_complex0.1_run2
8,0.1,3,value_iteration,1120,73.43203338960774,env_grid8_complex0.1_run3
8,0.1,3,policy_iteration,9,73.43254093225926,env_grid8_complex0.1_run3
8,0.1,4,value_iteration,1120,71.36558275941088,env_grid8_complex0.1_run4
8,0.1,4,policy_iteration,8,71.36601417402287,env_grid8_complex0.1_run4
8,0.1,5,value_iteration,1119,69.36368393242718,env_grid8_complex0.1_run5
8,0.1,5,policy_iteration,6,69.36402375693086,env_grid8_complex0.1_run5
8,0.1,6,value_iteration,1046,35.1191582903628,env_grid8_complex0.1_run6
8,0.1,6,policy_iteration,5,35.11943931154266,env_grid8_complex0.1_run6
8,0.1,7,value_iteration,1120,71.86106586025483,env_grid8_complex0.1_run7
8,0.1,7,policy_iteration,7,71.8614890880892,env_grid8_complex0.1_run7
8,0.1,8,value_iteration,1132,80.01270988879195,env_grid8_complex0.1_run8
8,0.1,8,policy_iteration,11,80.01369541751741,env_grid8_complex0.1_run8
8,0.1,9,value_iteration,1120,70.666879218474,env_grid8_complex0.1_run9
8,0.1,9,policy_iteration,5,70.66710033539695,env_grid8_complex0.1_run9
8,0.2,0,value_iteration,1132,83.02435021439287,env_grid8_complex0.2_run0
8,0.2,0,policy_iteration,9,83.02508063124078,env_grid8_complex0.2_run0
8,0.2,1,value_iteration,1117,71.39718382979609,env_grid8_complex0.2_run1
8,0.2,1,policy_iteration,10,71.39792614259483,env_grid8_complex0.2_run1
8,0.2,2,value_iteration,1132,81.01985793962531,env_grid8_complex0.2_run2
8,0.2,2,policy_iteration,7,81.02024995969926,env_grid8_complex0.2_run2
8,0.2,3,value_iteration,1130,79.31576342823749,env_grid8_complex0.2_run3
8,0.2,3,policy_iteration,7,79.31663631497942,env_grid8_complex0.2_run3
8,0.2,4,value_iteration,1132,79.24236376718177,env_grid8_complex0.2_run4
8,0.2,4,policy_iteration,7,79.24317409602654,env_grid8_complex0.2_run4
8,0.2,5,value_iteration,1128,79.64514026774096,env_grid8_complex0.2_run5
8,0.2,5,policy_iteration,5,79.645299569924,env_grid8_complex0.2_run5
8,0.2,6,value_iteration,1120,73.82158505975053,env_grid8_complex0.2_run6
8,0.2,6,policy_iteration,7,73.8217914844311,env_grid8_complex0.2_run6
8,0.2,7,value_iteration,1132,80.62452026270117,env_grid8_complex0.2_run7
8,0.2,7,policy_iteration,6,80.62546346254838,env_grid8_complex0.2_run7
8,0.2,8,value_iteration,1132,82.47259402344399,env_grid8_complex0.2_run8
8,0.2,8,policy_iteration,7,82.47320057043095,env_grid8_complex0.2_run8
8,0.2,9,value_iteration,1122,74.0544886784419,env_grid8_complex0.2_run9
8,0.2,9,policy_iteration,6,74.05511042293834,env_grid8_complex0.2_run9
8,0.3,0,value_iteration,1146,91.40170186551649,env_grid8_complex0.3_run0
8,0.3,0,policy_iteration,10,91.4026501268113,env_grid8_complex0.3_run0
8,0.3,1,value_iteration,1130,79.80518802367743,env_grid8_complex0.3_run1
8,0.3,1,policy_iteration,5,79.80573893413234,env_grid8_complex0.3_run1
8,0.3,2,value_iteration,1131,79.66120656524981,env_grid8_complex0.3_run2
8,0.3,2,policy_iteration,11,79.66213396590862,env_grid8_complex0.3_run2
8,0.3,3,value_iteration,1132,80.9552137436497,env_grid8_complex0.3_run3
8,0.3,3,policy_iteration,6,80.95577552421446,env_grid8_complex0.3_run3
8,0.3,4,value_iteration,1144,90.39917615470186,env_grid8_complex0.3_run4
8,0.3,4,policy_iteration,12,90.40016254914141,env_grid8_complex0.3_run4
8,0.3,5,value_iteration,1127,79.37405958633381,env_grid8_complex0.3_run5
8,0.3,5,policy_iteration,7,79.37416030856046,env_grid8_complex0.3_run5
8,0.3,6,value_iteration,1134,82.9673269804481,env_grid8_complex0.3_run6
8,0.3,6,policy_iteration,7,82.9683017935108,env_grid8_complex0.3_run6
8,0.3,7,value_iteration,1132,80.19191861982121,env_grid8_complex0.3_run7
8,0.3,7,policy_iteration,6,80.19272119180366,env_grid8_complex0.3_run7
8,0.3,8,value_iteration,1146,88.8814457462066,env_grid8_complex0.3_run8
8,0.3,8,policy_iteration,11,88.88233671493131,env_grid8_complex0.3_run8
8,0.3,9,value_iteration,1122,74.22630884489557,env_grid8_complex0.3_run9
8,0.3,9,policy_iteration,8,74.22705017358426,env_grid8_complex0.3_run9
8,0.4,0,value_iteration,1146,92.93655279923816,env_grid8_complex0.4_run0
8,0.4,0,policy_iteration,8,92.93753365831049,env_grid8_complex0.4_run0
8,0.4,1,value_iteration,1134,83.18790210937306,env_grid8_complex0.4_run1
8,0.4,1,policy_iteration,8,83.1888342397262,env_grid8_complex0.4_run1
8,0.4,2,value_iteration,1146,91.90522933732761,env_grid8_complex0.4_run2
8,0.4,2,policy_iteration,8,91.90621258508737,env_grid8_complex0.4_run2
8,0.4,3,value_iteration,1144,93.8613809606943,env_grid8_complex0.4_run3
8,0.4,3,policy_iteration,7,93.86199520874956,env_grid8_complex0.4_run3
8,0.4,4,value_iteration,1146,92.45569935042701,env_grid8_complex0.4_run4
8,0.4,4,policy_iteration,11,92.45668450827695,env_grid8_complex0.4_run4
8,0.4,5,value_iteration,1143,92.50247747086598,env_grid8_complex0.4_run5
8,0.4,5,policy_iteration,7,92.50274879745315,env_grid8_complex0.4_run5
8,0.4,6,value_iteration,1134,82.77386635053016,env_grid8_complex0.4_run6
8,0.4,6,policy_iteration,10,82.77483591962273,env_grid8_complex0.4_run6
8,0.4,7,value_iteration,1132,82.48941163580793,env_grid8_complex0.4_run7
8,0.4,7,policy_iteration,6,82.48942023086644,env_grid8_complex0.4_run7
8,0.4,8,value_iteration,1146,93.21248060697081,env_grid8_complex0.4_run8
8,0.4,8,policy_iteration,7,93.21316440727847,env_grid8_complex0.4_run8
8,0.4,9,value_iteration,1132,81.6763397872529,env_grid8_complex0.4_run9
8,0.4,9,policy_iteration,8,81.67720722982783,env_grid8_complex0.4_run9
8,0.5,0,value_iteration,1146,94.20187970982738,env_grid8_complex0.5_run0
8,0.5,0,policy_iteration,7,94.20282303920571,env_grid8_complex0.5_run0
8,0.5,1,value_iteration,1143,89.36922503882032,env_grid8_complex0.5_run1
8,0.5,1,policy_iteration,9,89.36983323677106,env_grid8_complex0.5_run1
8,0.5,2,value_iteration,1146,94.65342165460216,env_grid8_complex0.5_run2
8,0.5,2,policy_iteration,4,94.65421825969828,env_grid8_complex0.5_run2
8,0.5,3,value_iteration,1146,93.9274031041045,env_grid8_complex0.5_run3
8,0.5,3,policy_iteration,6,93.92789487210946,env_grid8_complex0.5_run3
8,0.5,4,value_iteration,1146,92.94535911938621,env_grid8_complex0.5_run4
8,0.5,4,policy_iteration,10,92.94634407489579,env_grid8_complex0.5_run4
8,0.5,5,value_iteration,1146,91.3348524358865,env_grid8_complex0.5_run5
8,0.5,5,policy_iteration,8,91.33494381934071,env_grid8_complex0.5_run5
8,0.5,6,value_iteration,1143,92.99793817871608,env_grid8_complex0.5_run6
8,0.5,6,policy_iteration,7,92.99793462993286,env_grid8_complex0.5_run6
8,0.5,7,value_iteration,1144,93.28898326646788,env_grid8_complex0.5_run7
8,0.5,7,policy_iteration,7,93.28952680432997,env_grid8_complex0.5_run7
8,0.5,8,value_iteration,1146,92.21257396395671,env_grid8_complex0.5_run8
8,0.5,8,policy_iteration,6,92.21286466945266,env_grid8_complex0.5_run8
8,0.5,9,value_iteration,1132,81.3823529605786,env_grid8_complex0.5_run9
8,0.5,9,policy_iteration,9,81.38327192486337,env_grid8_complex0.5_run9
8,0.6,0,value_iteration,1146,93.66946691262324,env_grid8_complex0.6_run0
8,0.6,0,policy_iteration,8,93.67042364623772,env_grid8_complex0.6_run0
8,0.6,1,value_iteration,1146,94.208974934568,env_grid8_complex0.6_run1
8,0.6,1,policy_iteration,9,94.20989828458661,env_grid8_complex0.6_run1
8,0.6,2,value_iteration,1146,94.91347844490336,env_grid8_complex0.6_run2
8,0.6,2,policy_iteration,6,94.91412775954618,env_grid8_complex0.6_run2
8,0.6,3,value_iteration,1146,93.63405319811169,env_grid8_complex0.6_run3
8,0.6,3,policy_iteration,6,93.63450568226781,env_grid8_complex0.6_run3
8,0.6,4,value_iteration,1146,91.30093107814322,env_grid8_complex0.6_run4
8,0.6,4,policy_iteration,6,91.30156577595706,env_grid8_complex0.6_run4
8,0.6,5,value_iteration,1146,92.23384636252214,env_grid8_complex0.6_run5
8,0.6,5,policy_iteration,6,92.23417444538919,env_grid8_complex0.6_run5
8,0.6,6,value_iteration,1143,93.64132951106441,env_grid8_complex0.6_run6
8,0.6,6,policy_iteration,7,93.64140819627302,env_grid8_complex0.6_run6
8,0.6,7,value_iteration,1145,94.82970054647586,env_grid8_complex0.6_run7
8,0.6,7,policy_iteration,8,94.83058970841752,env_grid8_complex0.6_run7
8,0.6,8,value_iteration,1146,92.7102503350869,env_grid8_complex0.6_run8
8,0.6,8,policy_iteration,5,92.71089736580234,env_grid8_complex0.6_run8
8,0.6,9,value_iteration,1143,91.75042863297725,env_grid8_complex0.6_run9
8,0.6,9,policy_iteration,5,91.75049940733744,env_grid8_complex0.6_run9
8,0.7,0,value_iteration,1146,95.93102123378303,env_grid8_complex0.7_run0
8,0.7,0,policy_iteration,6,95.93191667351864,env_grid8_complex0.7_run0
8,0.7,1,value_iteration,1146,96.62231464739439,env_grid8_complex0.7_run1
8,0.7,1,policy_iteration,8,96.62329797352872,env_grid8_complex0.7_run1
8,0.7,2,value_iteration,1146,91.38457396511059,env_grid8_complex0.7_run2
8,0.7,2,policy_iteration,8,91.38530893443385,env_grid8_complex0.7_run2
8,0.7,3,value_iteration,1146,94.78522396006987,env_grid8_complex0.7_run3
8,0.7,3,policy_iteration,8,94.78603678239513,env_grid8_complex0.7_run3
8,0.7,4,value_iteration,1146,91.96435006747001,env_grid8_complex0.7_run4
8,0.7,4,policy_iteration,6,91.96516382785389,env_grid8_complex0.7_run4
8,0.7,5,value_iteration,1146,91.9383793060378,env_grid8_complex0.7_run5
8,0.7,5,policy_iteration,8,91.93909760878134,env_grid8_complex0.7_run5
8,0.7,6,value_iteration,1146,95.44334014643562,env_grid8_complex0.7_run6
8,0.7,6,policy_iteration,7,95.44431589629787,env_grid8_complex0.7_run6
8,0.7,7,value_iteration,1146,93.58702011679166,env_grid8_complex0.7_run7
8,0.7,7,policy_iteration,8,93.58775090796189,env_grid8_complex0.7_run7
8,0.7,8,value_iteration,1146,92.68989029517104,env_grid8_complex0.7_run8
8,0.7,8,policy_iteration,7,92.69055631007552,env_grid8_complex0.7_run8
8,0.7,9,value_iteration,1143,91.579130837505,env_grid8_complex0.7_run9
8,0.7,9,policy_iteration,7,91.57995159064872,env_grid8_complex0.7_run9
8,0.8,0,value_iteration,1146,96.72577728145045,env_grid8_complex0.8_run0
8,0.8,0,policy_iteration,6,96.72672863211659,env_grid8_complex0.8_run0
8,0.8,1,value_iteration,1146,96.7777340975205,env_grid8_complex0.8_run1
8,0.8,1,policy_iteration,8,96.77866376161514,env_grid8_complex0.8_run1
8,0.8,2,value_iteration,1146,92.06858109049855,env_grid8_complex0.8_run2
8,0.8,2,policy_iteration,5,92.06939416569307,env_grid8_complex0.8_run2
8,0.8,3,value_iteration,1146,95.71584913910282,env_grid8_complex0.8_run3
8,0.8,3,policy_iteration,6,95.71667791026053,env_grid8_complex0.8_run3
8,0.8,4,value_iteration,1146,91.59393187407778,env_grid8_complex0.8_run4
8,0.8,4,policy_iteration,8,91.59480045020511,env_grid8_complex0.8_run4
8,0.8,5,value_iteration,1146,90.15822828454316,env_grid8_complex0.8_run5
8,0.8,5,policy_iteration,7,90.15908273055983,env_grid8_complex0.8_run5
8,0.8,6,value_iteration,1146,95.84660439608385,env_grid8_complex0.8_run6
8,0.8,6,policy_iteration,6,95.84730483223811,env_grid8_complex0.8_run6
8,0.8,7,value_iteration,1146,93.71255757238691,env_grid8_complex0.8_run7
8,0.8,7,policy_iteration,8,93.71330980755373,env_grid8_complex0.8_run7
8,0.8,8,value_iteration,1146,95.09474490130924,env_grid8_complex0.8_run8
8,0.8,8,policy_iteration,4,95.0948672449631,env_grid8_complex0.8_run8
8,0.8,9,value_iteration,1146,95.31461963373721,env_grid8_complex0.8_run9
8,0.8,9,policy_iteration,7,95.31542228507577,env_grid8_complex0.8_run9
8,0.9,0,value_iteration,1146,97.38968318865366,env_grid8_complex0.9_run0
8,0.9,0,policy_iteration,4,97.3905567538536,env_grid8_complex0.9_run0
8,0.9,1,value_iteration,1146,96.55734863138629,env_grid8_complex0.9_run1
8,0.9,1,policy_iteration,12,96.55827622540953,env_grid8_complex0.9_run1
8,0.9,2,value_iteration,1146,92.71621688449576,env_grid8_complex0.9_run2
8,0.9,2,policy_iteration,6,92.71706141428504,env_grid8_complex0.9_run2
8,0.9,3,value_iteration,1146,95.76174384866538,env_grid8_complex0.9_run3
8,0.9,3,policy_iteration,5,95.76257142489848,env_grid8_complex0.9_run3
8,0.9,4,value_iteration,1146,91.85326708369402,env_grid8_complex0.9_run4
8,0.9,4,policy_iteration,8,91.85408717590794,env_grid8_complex0.9_run4
8,0.9,5,value_iteration,1146,92.4886683407992,env_grid8_complex0.9_run5
8,0.9,5,policy_iteration,7,92.48936561457643,env_grid8_complex0.9_run5
8,0.9,6,value_iteration,1146,97.08067068344397,env_grid8_complex0.9_run6
8,0.9,6,policy_iteration,7,97.08141719327318,env_grid8_complex0.9_run6
8,0.9,7,value_iteration,1146,91.96371450842469,env_grid8_complex0.9_run7
8,0.9,7,policy_iteration,5,91.9644889186634,env_grid8_complex0.9_run7
8,0.9,8,value_iteration,1146,88.00875797575004,env_grid8_complex0.9_run8
8,0.9,8,policy_iteration,5,88.009111682584,env_grid8_complex0.9_run8
8,0.9,9,value_iteration,1146,83.1442716374981,env_grid8_complex0.9_run9
8,0.9,9,policy_iteration,5,83.14512292772577,env_grid8_complex0.9_run9
8,1.0,0,value_iteration,1146,97.9361489577624,env_grid8_complex1.0_run0
8,1.0,0,policy_iteration,4,97.93702175046133,env_grid8_complex1.0_run0
8,1.0,1,value_iteration,1146,96.89893065985538,env_grid8_complex1.0_run1
8,1.0,1,policy_iteration,8,96.8997634628444,env_grid8_complex1.0_run1
8,1.0,2,value_iteration,1146,92.61010777207596,env_grid8_complex1.0_run2
8,1.0,2,policy_iteration,6,92.6110179545031,env_grid8_complex1.0_run2
8,1.0,3,value_iteration,1146,96.77730042617402,env_grid8_complex1.0_run3
8,1.0,3,policy_iteration,6,96.77816731979185,env_grid8_complex1.0_run3
8,1.0,4,value_iteration,1146,92.41026678112553,env_grid8_complex1.0_run4
8,1.0,4,policy_iteration,5,92.41108565870914,env_grid8_complex1.0_run4
8,1.0,5,value_iteration,1146,92.96118698599795,env_grid8_complex1.0_run5
8,1.0,5,policy_iteration,6,92.96206068439164,env_grid8_complex1.0_run5
8,1.0,6,value_iteration,1146,97.55441621570402,env_grid8_complex1.0_run6
8,1.0,6,policy_iteration,7,97.55530918229886,env_grid8_complex1.0_run6
8,1.0,7,value_iteration,1146,90.7349663366669,env_grid8_complex1.0_run7
8,1.0,7,policy_iteration,6,90.73572679142612,env_grid8_complex1.0_run7
8,1.0,8,value_iteration,1146,88.51928782216429,env_grid8_complex1.0_run8
8,1.0,8,policy_iteration,8,88.51990407907783,env_grid8_complex1.0_run8
8,1.0,9,value_iteration,1146,83.27621091491679,env_grid8_complex1.0_run9
8,1.0,9,policy_iteration,5,83.27703642092662,env_grid8_complex1.0_run9
10,0.0,0,value_iteration,848,-4.999015421795402,env_grid10_complex0.0_run0
10,0.0,0,policy_iteration,2,-4.999025267577449,env_grid10_complex0.0_run0
10,0.1,0,value_iteration,1120,71.62957523097238,env_grid10_complex0.1_run0
10,0.1,0,policy_iteration,8,71.6301740029069,env_grid10_complex0.1_run0
10,0.1,1,value_iteration,1132,77.79490693779977,env_grid10_complex0.1_run1
10,0.1,1,policy_iteration,18,77.79572574493844,env_grid10_complex0.1_run1
10,0.1,2,value_iteration,1132,78.21554502902994,env_grid10_complex0.1_run2
10,0.1,2,policy_iteration,7,78.21605138885528,env_grid10_complex0.1_run2
10,0.1,3,value_iteration,1120,69.82949304736928,env_grid10_complex0.1_run3
10,0.1,3,policy_iteration,9,69.82980892983285,env_grid10_complex0.1_run3
10,0.1,4,value_iteration,1121,72.61960792149794,env_grid10_complex0.1_run4
10,0.1,4,policy_iteration,7,72.62032558589303,env_grid10_complex0.1_run4
10,0.1,5,value_iteration,1120,70.54721776955908,env_grid10_complex0.1_run5
10,0.1,5,policy_iteration,5,70.5473897771721,env_grid10_complex0.1_run5
10,0.1,6,value_iteration,1120,69.73957260473706,env_grid10_complex0.1_run6
10,0.1,6,policy_iteration,8,69.74054422922332,env_grid10_complex0.1_run6
10,0.1,7,value_iteration,1064,40.97939810426148,env_grid10_complex0.1_run7
10,0.1,7,policy_iteration,7,40.979626960975004,env_grid10_complex0.1_run7
10,0.1,8,value_iteration,1117,68.3147240270097,env_grid10_complex0.1_run8
10,0.1,8,policy_iteration,6,68.31506757184546,env_grid10_complex0.1_run8
10,0.1,9,value_iteration,1121,71.10750259045274,env_grid10_complex0.1_run9
10,0.1,9,policy_iteration,8,71.10780001494037,env_grid10_complex0.1_run9
10,0.2,0,value_iteration,1122,73.76685042696992,env_grid10_complex0.2_run0
10,0.2,0,policy_iteration,10,73.76744880145179,env_grid10_complex0.2_run0
10,0.2,1,value_iteration,1144,88.90007828134883,env_grid10_complex0.2_run1
10,0.2,1,policy_iteration,8,88.90106731824478,env_grid10_complex0.2_run1
10,0.2,2,value_iteration,1132,78.14727629297784,env_grid10_complex0.2_run2
10,0.2,2,policy_iteration,12,78.14822932554969,env_grid10_complex0.2_run2
10,0.2,3,value_iteration,1132,77.70870264945883,env_grid10_complex0.2_run3
10,0.2,3,policy_iteration,8,77.70966833086774,env_grid10_complex0.2_run3
10,0.2,4,value_iteration,1139,84.73602469578329,env_grid10_complex0.2_run4
10,0.2,4,policy_iteration,8,84.73700712572574,env_grid10_complex0.2_run4
10,0.2,5,value_iteration,1120,72.92029932872845,env_grid10_complex0.2_run5
10,0.2,5,policy_iteration,11,72.92103221165458,env_grid10_complex0.2_run5
10,0.2,6,value_iteration,1120,69.61321516117658,env_grid10_complex0.2_run6
10,0.2,6,policy_iteration,9,69.61410239817478,env_grid10_complex0.2_run6
10,0.2,7,value_iteration,1117,70.01191016239363,env_grid10_complex0.2_run7
10,0.2,7,policy_iteration,12,70.01287939199119,env_grid10_complex0.2_run7
10,0.2,8,value_iteration,1121,74.02963390788723,env_grid10_complex0.2_run8
10,0.2,8,policy_iteration,9,74.03052734885884,env_grid10_complex0.2_run8
10,0.2,9,value_iteration,1132,78.56327998647934,env_grid10_complex0.2_run9
10,0.2,9,policy_iteration,7,78.56398765229305,env_grid10_complex0.2_run9
10,0.3,0,value_iteration,1121,74.47350640980203,env_grid10_complex0.3_run0
10,0.3,0,policy_iteration,12,74.47406853428997,env_grid10_complex0.3_run0
10,0.3,1,value_iteration,1146,90.35506415615731,env_grid10_complex0.3_run1
10,0.3,1,policy_iteration,6,90.35590613062998,env_grid10_complex0.3_run1
10,0.3,2,value_iteration,1132,78.55562355235372,env_grid10_complex0.3_run2
10,0.3,2,policy_iteration,10,78.55654702439945,env_grid10_complex0.3_run2
10,0.3,3,value_iteration,1134,81.16797998266362,env_grid10_complex0.3_run3
10,0.3,3,policy_iteration,9,81.16894356155743,env_grid10_complex0.3_run3
10,0.3,4,value_iteration,1139,84.760652428038,env_grid10_complex0.3_run4
10,0.3,4,policy_iteration,10,84.7616331743571,env_grid10_complex0.3_run4
10,0.3,5,value_iteration,1146,91.33818559965607,env_grid10_complex0.3_run5
10,0.3,5,policy_iteration,6,91.3389943874877,env_grid10_complex0.3_run5
10,0.3,6,value_iteration,1119,72.83735920553762,env_grid10_complex0.3_run6
10,0.3,6,policy_iteration,8,72.83815079114399,env_grid10_complex0.3_run6
10,0.3,7,value_iteration,1134,81.30887126192687,env_grid10_complex0.3_run7
10,0.3,7,policy_iteration,9,81.30982815389326,env_grid10_complex0.3_run7
10,0.3,8,value_iteration,1134,81.52418213310467,env_grid10_complex0.3_run8
10,0.3,8,policy_iteration,12,81.52513720765798,env_grid10_complex0.3_run8
10,0.3,9,value_iteration,1132,82.32107675091505,env_grid10_complex0.3_run9
10,0.3,9,policy_iteration,8,82.32192258492225,env_grid10_complex0.3_run9
10,0.4,0,value_iteration,1139,85.7717070982862,env_grid10_complex0.4_run0
10,0.4,0,policy_iteration,8,85.77266494398177,env_grid10_complex0.4_run0
10,0.4,1,value_iteration,1146,90.57641470111747,env_grid10_complex0.4_run1
10,0.4,1,policy_iteration,7,90.5773908783598,env_grid10_complex0.4_run1
10,0.4,2,value_iteration,1132,78.97937756548274,env_grid10_complex0.4_run2
10,0.4,2,policy_iteration,8,78.9800506963355,env_grid10_complex0.4_run2
10,0.4,3,value_iteration,1143,89.54917059910996,env_grid10_complex0.4_run3
10,0.4,3,policy_iteration,7,89.55014449016129,env_grid10_complex0.4_run3
10,0.4,4,value_iteration,1143,89.99721727778154,env_grid10_complex0.4_run4
10,0.4,4,policy_iteration,9,89.99819434994582,env_grid10_complex0.4_run4
10,0.4,5,value_iteration,1146,91.0728276032958,env_grid10_complex0.4_run5
10,0.4,5,policy_iteration,5,91.07361760447206,env_grid10_complex0.4_run5
10,0.4,6,value_iteration,1131,78.60498012079206,env_grid10_complex0.4_run6
10,0.4,6,policy_iteration,11,78.60593045700891,env_grid10_complex0.4_run6
10,0.4,7,value_iteration,1145,89.74900452664411,env_grid10_complex0.4_run7
10,0.4,7,policy_iteration,10,89.74993638602483,env_grid10_complex0.4_run7
10,0.4,8,value_iteration,1146,90.80955003545756,env_grid10_complex0.4_run8
10,0.4,8,policy_iteration,8,90.81053516582243,env_grid10_complex0.4_run8
10,0.4,9,value_iteration,1146,89.64614415545425,env_grid10_complex0.4_run9
