82.3738,83.4521,82.8591,83.9684,84.8618,85.9964,87.1454,84.8119,83.4960,85.8129,85.1243,84.1579,0.0000,81.1190,81.6517,81.1274
82.5728,82.8952,0.0000,85.1188,0.0000,0.0000,88.7442,0.0000,0.0000,87.3352,86.2970,85.1628,84.3819,82.1398,82.8779,82.1493
83.6383,84.0453,85.2091,86.2566,87.4441,88.7442,89.9278,0.0000,89.7058,88.6308,87.4617,86.2021,85.6931,83.6217,84.1708,83.1586
84.7066,84.8798,85.9412,87.1126,86.3817,0.0000,91.2744,92.2061,91.0360,89.8248,88.6132,88.4593,87.0335,85.6126,85.4919,84.1453
85.8176,87.1032,86.4887,88.5134,0.0000,91.2151,92.3735,93.6962,92.2537,90.9074,89.5279,88.3198,86.2640,85.3893,84.3816,83.3636
0.0000,87.1778,88.5134,89.9473,90.5729,91.6673,92.7265,93.9623,91.7553,0.0000,88.9551,87.9413,87.8625,86.5472,84.2388,0.0000
84.6660,85.8788,0.0000,91.2471,91.4721,92.8922,93.0651,94.3164,92.9701,91.6771,90.2681,88.8405,87.6045,86.4301,0.0000,83.6136
84.0214,86.2643,87.4815,89.8631,90.7551,92.0161,93.2990,94.5694,93.3103,91.0991,89.9321,87.7979,86.8123,86.1535,85.7764,84.7325
0.0000,86.1315,87.3657,88.6435,89.6231,90.6764,0.0000,94.8170,93.5085,92.1340,89.8495,88.6511,87.4096,87.2692,87.0060,85.7350
84.2090,85.3298,86.3580,87.3530,0.0000,91.6594,93.1349,94.5412,93.1897,91.9839,90.6679,89.3768,0.0000,85.9757,84.8172,0.0000
84.2540,85.4272,86.6179,86.5119,0.0000,90.6017,91.7973,92.0702,91.9769,0.0000,90.6220,89.3073,88.1315,86.8570,84.6476,83.6003
83.9290,85.1335,86.3746,87.6541,87.9298,89.3701,90.4903,90.8000,90.6246,89.2907,89.2988,88.2470,88.1319,86.8213,85.4536,84.1716
82.9515,84.0153,85.1251,85.3430,85.7944,87.9298,0.0000,89.5740,89.3187,88.1434,87.0602,86.9629,85.8818,85.5758,84.4552,83.4943
81.9366,82.5992,84.5987,85.6451,85.0007,86.2204,88.3580,88.3571,88.0510,87.0021,86.1157,86.8775,85.6306,84.5139,83.5282,84.0686
82.5567,83.6312,84.7518,85.6752,83.5403,0.0000,87.1897,87.1554,86.8167,85.8779,85.1256,85.5557,84.5589,83.5599,83.6471,83.0337
83.4253,84.6504,85.9097,87.2023,0.0000,85.9350,87.0832,86.0749,85.6224,84.7694,84.1165,84.3925,0.0000,0.0000,82.4818,81.9960
