U,R,R,D,D,L,D,D,L,L,R,R,R,R,L,L,W,U
U,W,W,D,L,L,D,D,W,D,R,W,W,D,U,L,L,W
W,L,L,D,D,W,D,L,W,D,W,D,D,L,L,D,W,D
W,L,L,L,D,L,L,W,D,D,W,R,D,L,L,R,R,D
W,W,U,U,W,U,L,L,L,D,R,R,D,L,W,U,W,D
D,W,R,R,R,W,W,U,L,D,R,R,R,W,W,W,W,W
R,R,W,R,U,W,R,U,D,D,L,U,W,W,L,D,W,W
W,W,R,U,U,W,W,W,R,D,W,U,D,L,L,D,W,D
L,L,R,U,L,U,W,R,R,R,R,W,D,L,W,D,L,L
U,L,L,U,U,R,R,W,D,R,R,L,L,L,W,D,W,U
U,L,W,U,W,W,R,D,L,L,W,W,W,R,R,R,R,W
U,W,W,U,L,W,R,D,L,L,L,W,R,R,R,W,U,W
U,W,W,W,D,W,W,D,L,D,W,W,W,W,W,W,U,L
U,L,R,D,D,W,U,L,L,D,L,L,L,D,D,R,U,U
U,L,R,D,R,R,U,W,D,L,D,L,D,D,D,W,D,D
U,L,R,R,R,D,U,L,W,W,D,W,D,D,D,L,L,D
U,L,R,U,W,L,L,L,W,W,W,R,R,D,W,W,D,D
U,L,U,W,L,L,W,U,R,R,R,R,W,D,L,L,D,D
