R,R,R,R,R,R,R,U,L,L,U,L
R,R,R,R,R,R,U,U,U,L,U,L
R,U,R,R,U,U,W,U,U,W,R,R
R,R,R,U,U,U,R,U,U,R,D,D
U,U,U,U,U,W,W,U,U,R,R,D
D,D,R,D,W,D,D,W,U,U,U,W
D,D,R,R,D,D,L,R,R,R,R,W
R,R,D,R,D,D,D,R,D,D,U,L
R,R,D,W,D,D,D,W,D,D,W,D
D,W,R,R,D,D,D,D,D,L,L,L
R,R,R,R,D,D,D,D,L,L,L,W
R,D,U,W,R,D,D,L,L,L,L,L
