U,W,W,D,D,R,W,W,U,W,U,U,W,R,R,R,U,W
W,U,L,L,L,D,L,W,W,U,W,W,D,W,W,U,U,U
W,U,U,L,L,D,W,D,W,L,L,L,L,W,W,U,L,U
W,R,U,D,W,R,R,D,D,W,U,W,U,W,D,W,L,L
L,L,U,W,R,R,R,R,D,L,D,W,D,R,D,W,U,W
U,L,L,W,R,D,U,R,D,L,D,L,L,W,R,R,W,U
U,W,D,L,R,R,W,W,D,W,D,W,U,R,U,W,D,W
U,R,D,L,W,R,R,R,W,U,W,D,W,D,U,R,D,D
W,W,D,W,U,W,U,W,U,W,D,D,L,W,U,W,R,D
W,W,L,L,W,U,R,R,U,W,D,L,L,L,W,W,R,D
W,R,U,L,R,U,R,U,U,L,L,L,L,W,R,R,W,D
R,R,U,L,R,U,R,U,U,U,L,W,D,W,W,W,W,W
W,U,U,L,W,W,U,U,R,U,U,L,D,D,W,D,L,L
W,W,D,L,W,U,U,R,D,W,W,W,R,D,U,L,W,U
R,D,D,L,W,U,R,R,D,D,W,W,R,D,L,U,U,W
R,R,D,W,R,R,R,R,R,R,U,U,W,D,W,W,U,L
U,W,W,U,W,W,W,R,U,U,U,U,R,D,L,L,W,U
W,W,W,U,L,L,R,R,U,L,U,U,W,D,W,R,R,W
