W,L,L,R,R,R,R,R
R,D,D,L,R,U,W,W
W,D,L,R,R,D,W,W
L,L,L,W,R,R,R,W
U,D,W,W,R,U,W,U
U,W,W,U,W,D,R,U
R,R,R,U,L,L,L,U
U,W,U,U,U,U,U,R
