40.5053,40.9051,41.2810,41.2517,41.6468,41.1289,39.5347,39.5850,39.0907,38.5903
41.0299,41.4877,41.9161,41.7826,42.3499,41.6454,40.8755,40.2160,39.5901,38.9902
41.5539,42.0783,42.5787,42.2857,41.7679,41.2380,40.6906,40.1389,39.5861,39.0348
42.0762,42.6757,43.2786,42.9109,0.0000,41.2613,40.7422,40.2073,39.6638,39.1167
42.5574,43.2662,44.0095,43.4699,0.0000,41.9103,41.2613,40.5627,39.9050,39.2785
42.1725,42.7852,43.4022,44.0144,43.3280,42.5838,0.0000,39.9315,39.4205,38.9007
41.6514,42.1951,42.7860,43.2744,42.7188,42.1096,40.3916,39.8705,39.3355,38.7985
41.0231,40.6451,42.0735,42.5572,42.1070,41.5205,40.8290,40.1732,39.4490,38.8239
40.4879,40.8011,41.4564,41.8676,41.4965,40.9383,40.3635,39.7931,38.2587,38.2754
39.9669,40.3413,40.8563,41.2023,40.8927,40.3883,39.8818,39.3739,38.7589,38.2201
