D,D,D,D,D,L,L,D,L,D,D,D,L,D,U,L
D,D,L,L,L,L,W,D,D,D,D,D,L,D,L,L
U,L,L,L,L,L,W,D,D,R,D,D,R,D,W,W
U,U,L,L,L,L,R,U,L,U,W,D,W,D,W,W
U,W,U,L,U,L,D,U,D,R,R,D,W,R,D,W
W,D,W,U,U,R,R,D,D,W,R,D,D,D,R,D
W,R,R,U,L,R,R,R,D,R,R,R,R,R,R,D
R,R,R,U,U,W,R,R,D,R,R,D,W,W,R,R
R,R,U,U,W,W,R,D,R,R,R,R,R,R,U,W
U,U,U,W,R,D,R,D,W,R,U,R,U,R,U,W
U,U,W,D,R,D,R,D,D,L,R,R,R,U,U,D
W,W,R,R,W,R,R,R,D,W,D,R,U,W,R,D
R,D,W,W,U,W,D,W,D,L,L,R,R,D,W,D
W,D,D,R,U,L,D,D,D,W,L,L,W,D,D,D
L,L,L,W,U,R,R,R,R,R,W,D,W,R,D,D
W,L,L,L,L,L,U,R,U,W,R,R,R,R,R,D
