U,U,U,W,W,W,U,W
W,W,U,L,W,W,U,L
L,L,D,D,R,D,D,W
U,R,D,D,D,R,D,W
U,R,R,D,L,L,W,U
U,U,W,L,L,L,W,U
U,W,W,D,W,U,W,W
W,R,R,W,R,U,W,U
