D,D,L,D,L,L,L,U,W,R,R,R,L,L
R,D,D,D,W,D,L,U,R,U,W,U,L,L
W,D,L,L,L,L,L,L,R,R,R,U,U,L
W,D,L,L,W,U,L,L,U,W,U,U,U,U
R,D,W,U,L,L,L,W,U,L,U,U,U,U
W,D,W,U,D,W,U,L,U,U,U,U,U,U
D,W,R,U,W,D,U,W,U,W,U,U,U,U
R,D,W,U,L,L,L,W,L,L,R,U,U,U
R,R,R,U,U,U,L,L,L,W,U,U,W,U
R,R,R,U,R,U,L,L,L,W,U,U,L,U
L,W,L,U,U,U,U,L,L,W,U,U,L,U
R,U,U,U,U,U,W,U,L,L,L,U,U,L
U,U,U,U,U,U,R,U,L,L,L,L,L,U
R,U,U,U,W,R,U,U,W,U,L,L,L,L
