D,D,D,R,R,D,D,D,D,W,R,R,D,L,L,D
R,D,L,R,R,R,L,D,R,R,W,R,D,W,R,D
U,W,W,U,U,W,R,R,D,D,L,W,D,L,W,D
L,L,L,U,W,D,W,R,R,L,L,L,L,L,U,L
U,L,L,U,R,R,R,U,W,W,U,L,L,L,U,L
W,L,W,R,R,R,R,U,U,L,U,U,U,L,L,W
R,U,L,L,U,W,R,U,W,U,U,U,U,U,L,L
W,U,D,D,D,R,U,U,L,U,U,U,U,W,U,L
R,R,D,D,D,D,U,U,R,U,L,D,L,R,R,W
W,R,D,D,D,D,L,U,R,U,R,L,L,W,U,L
D,W,R,D,D,D,W,U,D,W,U,U,L,L,L,L
R,D,D,D,D,D,D,W,D,D,L,U,D,U,W,U
R,R,D,D,D,L,D,L,L,D,D,L,D,W,D,W
R,R,R,R,D,R,D,W,R,D,D,W,R,D,D,L
R,D,W,R,D,D,D,D,W,D,D,D,R,R,L,L
W,R,R,R,R,R,R,D,L,L,L,D,L,U,U,L
