W,U,W,R,R,W,R,D,L,W,W,W,U,W,U,U,U,U
R,U,L,R,U,W,R,R,W,W,U,W,U,R,W,U,R,R
R,U,W,D,U,D,L,W,W,U,W,W,R,U,W,U,W,W
R,U,L,D,W,D,W,W,D,W,U,W,U,U,R,U,L,L
D,W,W,U,R,R,W,D,R,R,W,R,U,U,R,U,U,W
D,W,D,U,W,W,U,D,W,W,R,R,U,D,U,U,W,W
W,W,D,L,R,R,R,R,W,D,W,U,W,D,W,R,D,D
L,L,L,D,W,R,U,W,L,L,R,R,R,R,D,W,D,D
U,W,W,D,D,L,U,L,D,D,R,D,W,W,D,U,D,D
W,R,R,D,L,W,U,D,D,D,W,L,W,W,U,U,W,W
W,W,L,U,L,L,U,R,R,D,L,R,R,R,U,W,W,U
W,W,W,U,U,L,U,W,W,D,W,U,W,U,U,R,U,U
W,W,W,W,D,W,W,L,L,W,D,L,D,R,U,W,U,U
U,W,W,W,D,U,W,U,W,U,D,W,D,R,U,R,U,W
W,R,D,W,W,U,W,U,L,W,L,L,L,L,W,W,W,W
W,W,D,L,W,U,L,U,L,U,W,W,W,W,W,D,W,U
L,L,L,W,U,W,D,W,U,U,W,L,D,R,U,D,U,U
L,L,R,R,U,L,L,L,L,U,L,W,D,U,U,W,U,W
