D,W,R,R,L,L,L,L,D,W
D,W,U,U,U,L,W,R,D,L
D,R,U,U,U,U,L,R,R,L
R,R,R,W,W,U,L,L,W,U
U,U,W,D,D,W,W,U,W,U
U,W,D,D,R,D,D,W,U,W
U,L,L,R,R,R,D,W,W,U
L,L,L,W,R,R,R,R,U,W
U,W,U,W,U,U,R,U,U,L
U,L,L,U,R,R,R,U,U,L
