W,W,R,R,R,D,L,L,L,W,D,D,R,R,R,D,L,L
R,R,U,W,R,R,W,L,L,L,L,L,R,R,R,D,D,L
W,U,W,R,U,W,R,U,U,D,W,U,W,R,U,W,D,W
D,U,W,D,U,D,D,U,W,D,D,W,R,U,U,W,R,R
D,W,W,W,R,D,L,W,L,L,L,L,W,D,W,R,U,W
D,W,R,R,R,D,D,L,W,U,W,W,R,R,R,R,U,L
R,R,R,R,R,R,D,W,R,U,L,L,L,U,W,U,W,U
W,R,R,W,R,U,W,D,W,U,U,W,L,W,R,U,R,U
R,R,R,R,W,U,L,L,L,U,U,L,U,L,U,U,U,U
R,R,R,R,R,U,U,L,L,L,U,L,U,U,R,U,U,U
W,W,U,R,U,U,U,U,W,D,U,R,R,L,L,U,U,U
R,D,U,W,U,L,U,U,L,L,L,W,U,W,L,U,W,D
W,D,D,R,W,U,U,U,U,W,D,W,D,W,D,W,D,R
D,W,D,D,D,U,W,W,U,W,D,L,L,D,D,R,D,U
D,D,L,D,D,L,R,R,R,R,D,L,D,R,D,W,W,U
D,D,W,D,L,L,D,U,R,R,R,L,L,R,D,L,W,W
D,L,L,L,L,L,L,W,R,R,U,W,D,W,D,W,W,U
W,U,U,U,L,U,U,R,R,R,U,R,R,R,R,R,R,R
