R,R,R,R,R,R,R,R,R,R,R,R,L,L,L,L
R,R,R,R,R,R,R,R,U,W,U,U,U,L,L,L
R,R,U,U,W,R,R,R,R,R,U,U,U,L,L,L
R,R,R,R,R,R,R,U,W,U,U,U,U,W,U,U
D,W,R,R,R,R,R,U,L,R,U,U,U,L,U,U
R,R,R,D,U,R,U,U,R,R,R,U,U,U,U,U
R,R,U,W,U,R,U,U,R,R,R,W,U,U,U,U
R,U,U,R,R,U,U,R,U,W,U,W,U,U,U,D
U,U,R,R,U,U,U,U,U,L,W,R,U,R,D,D
U,U,U,U,U,U,U,U,U,R,D,R,D,R,R,D
U,U,U,W,U,U,U,R,R,R,R,R,D,D,R,R
D,D,D,R,U,U,R,R,R,R,R,R,R,R,R,D
R,D,L,R,R,R,R,R,R,R,R,R,U,R,R,R
U,W,U,U,U,W,R,R,R,R,R,U,R,R,D,W
W,R,U,U,U,R,R,R,D,W,R,R,R,R,R,R
R,R,U,W,R,R,R,R,R,R,R,R,R,R,R,U
