U,W,U,U,U,W,R,D,W,W,W,R,R,U,W,D,W,U
W,W,U,U,U,W,W,D,W,D,R,D,W,U,L,L,W,U
R,R,U,U,U,W,D,D,W,D,W,D,W,W,U,W,W,W
U,U,W,U,W,W,D,L,L,R,R,D,W,U,W,R,R,W
U,W,W,R,R,R,D,L,D,D,W,D,W,U,W,W,L,D
W,R,R,W,W,W,D,L,D,W,U,W,U,D,W,W,W,D
W,W,D,W,W,L,L,W,D,W,W,U,U,W,D,W,U,U
R,D,L,W,W,L,L,L,W,U,U,U,U,L,L,W,U,U
W,D,W,L,L,W,U,W,D,U,L,U,W,W,D,W,U,R
U,U,W,L,L,W,D,L,D,L,D,W,L,L,L,L,U,W
W,U,W,U,W,W,D,W,L,L,W,W,U,W,W,U,U,W
U,L,D,W,W,W,W,U,W,U,R,R,U,L,L,L,U,W
U,W,D,L,L,R,R,W,W,W,U,U,W,D,D,W,D,L
R,R,W,L,L,W,W,R,R,W,D,W,D,D,D,L,D,W
D,R,R,U,W,D,W,D,D,D,D,R,R,D,L,L,W,D
D,R,R,L,L,L,L,L,R,R,D,W,U,U,L,L,L,L
L,L,W,L,L,D,W,W,R,U,W,U,D,D,D,D,W,U
W,R,R,U,W,D,U,U,W,U,R,R,R,D,D,L,L,W
