91.4834,92.7016,92.6094,92.5867,90.3383,89.1534,86.7980,85.6534,84.9731,87.3094
0.0000,0.0000,93.8332,91.6561,91.5774,89.1848,86.8228,0.0000,84.9671,86.0275
95.2260,93.9763,94.0275,92.6678,91.3365,0.0000,0.0000,84.5431,85.5659,84.9665
94.7438,0.0000,0.0000,0.0000,93.5860,0.0000,83.0934,85.4052,85.5865,84.4761
97.2027,100.0000,0.0000,93.5860,96.0302,98.8109,0.0000,83.3431,85.3654,84.1409
0.0000,100.0000,0.0000,0.0000,0.0000,98.6908,0.0000,81.3825,82.8846,83.0135
83.6775,0.0000,82.9964,83.4901,0.0000,100.0000,0.0000,83.4850,82.5407,81.9847
85.9967,83.8320,84.0458,84.6691,0.0000,0.0000,86.1220,84.7203,83.4850,82.2186
86.0905,85.0834,85.1189,84.2996,0.0000,85.1570,84.0066,83.8045,0.0000,81.1310
87.3665,86.0905,84.9727,85.3247,87.7928,87.6387,86.2114,86.1000,83.7795,81.4488
