0.0000,98.4138,95.9398,95.8146,93.3361,0.0000,91.7161,92.9680,92.9180,91.6970,90.8506,91.8992,0.0000,0.0000
96.7964,98.2537,0.0000,94.3905,93.0372,0.0000,91.4705,92.6579,91.8026,0.0000,93.0235,94.4533,97.1269,98.4488
95.4206,97.7161,95.4801,0.0000,91.8148,0.0000,0.0000,94.1463,92.7883,92.1568,93.6597,95.2604,96.8672,98.2923
0.0000,97.6998,97.3377,97.5818,0.0000,0.0000,95.5177,96.7674,0.0000,89.9472,91.4568,93.3404,95.4965,96.8386
0.0000,96.3764,96.0292,95.4193,97.2488,94.9897,95.6736,96.8828,0.0000,92.0930,93.5241,93.7007,93.2412,94.2587
93.6530,95.0524,95.9659,0.0000,97.7251,96.6134,96.3251,96.6834,95.1119,92.5972,0.0000,0.0000,92.0162,0.0000
92.4229,0.0000,94.7070,0.0000,99.1611,98.9929,98.7231,0.0000,92.6526,92.4377,89.7953,90.7314,0.0000,83.1727
0.0000,94.8558,95.4366,0.0000,99.1716,0.0000,99.9990,0.0000,0.0000,89.7953,87.8276,89.0908,86.7330,84.2860
94.9309,96.0441,95.4515,96.7218,96.6918,0.0000,0.0000,89.2548,88.1695,89.4789,87.1945,89.0583,0.0000,84.4376
97.2531,96.2073,0.0000,96.6301,95.5564,0.0000,0.0000,86.9181,87.1054,89.3349,0.0000,87.9208,88.2062,86.7664
98.6749,98.5540,98.2872,95.9043,0.0000,93.7986,91.3822,88.7676,0.0000,87.1817,86.3226,88.3000,88.2730,86.8455
99.9990,0.0000,95.9796,0.0000,97.8940,95.3482,0.0000,0.0000,92.2756,89.6526,88.3205,87.7136,86.9393,84.7820
0.0000,0.0000,98.4541,97.1641,97.6813,96.2634,94.9812,93.7191,91.4954,90.2963,89.0887,88.9052,0.0000,83.8994
94.8439,97.3041,98.5958,0.0000,95.3096,96.0637,94.8231,93.5939,92.2690,90.9727,89.7005,87.5076,87.6634,86.2213
