D,W,W,D,U,W,R,D,D,D,R,R,R,R,R,U
D,W,D,L,L,D,R,R,D,L,L,R,U,U,U,U
L,L,L,W,W,D,R,R,R,W,U,L,W,R,R,D
L,L,L,L,L,L,R,U,W,W,U,U,W,W,W,W
W,U,U,U,W,R,R,U,W,W,U,U,U,D,W,D
W,W,U,D,W,D,L,U,L,W,W,U,R,R,R,D
U,U,W,R,R,D,W,D,D,W,D,U,R,U,W,L
L,L,D,L,W,L,L,L,L,L,D,W,W,W,R,U
U,L,D,W,L,L,L,L,L,D,D,W,W,L,L,U
U,L,W,R,U,L,L,L,R,R,R,R,R,W,W,U
L,L,W,W,U,U,L,L,U,W,D,R,D,L,L,U
W,W,D,R,U,U,W,W,W,R,D,W,D,L,L,D
U,W,D,W,U,U,L,L,R,R,R,R,D,W,D,D
W,W,U,L,U,W,U,R,R,R,R,D,D,L,D,D
R,R,U,U,L,W,U,R,R,U,W,R,D,L,L,W
D,U,U,U,W,R,U,L,W,U,L,W,D,W,R,R
