D,D,W,D,D,W,D,W,D,R,W,D,W,D,W,D,W,W
R,D,W,R,D,D,D,D,L,L,L,L,D,D,D,L,L,D
W,D,L,R,R,R,R,D,L,W,D,W,D,R,R,W,D,D
W,L,D,L,R,U,R,D,L,L,R,U,L,D,D,D,D,D
W,R,D,W,W,U,W,D,W,D,R,U,R,R,D,D,D,D
W,D,L,L,R,W,L,L,W,D,D,U,U,W,R,D,D,D
R,U,W,W,R,R,U,D,W,D,D,W,W,W,W,D,L,L
W,U,L,R,U,U,W,D,W,D,D,R,R,R,R,D,W,U
W,U,L,L,U,U,W,R,D,D,L,L,W,U,W,W,W,U
W,W,L,L,D,U,W,R,R,L,L,D,W,D,D,R,W,U
D,D,W,D,D,W,L,L,R,D,L,L,L,L,L,D,D,W
R,R,R,D,L,L,W,W,R,R,W,U,U,U,R,R,D,W
W,W,R,D,W,W,L,L,L,U,W,W,W,U,W,R,R,R
R,R,W,D,D,L,W,U,U,U,L,L,W,W,D,W,W,W
D,W,U,W,D,W,U,W,D,W,U,R,L,L,L,L,U,W
D,R,W,D,L,W,W,L,L,L,R,R,U,L,W,W,U,U
R,R,L,L,L,L,L,W,D,W,D,U,U,U,U,L,L,U
R,R,W,L,L,W,L,L,W,U,W,W,U,R,U,U,W,U
