R,R,R,D,R,D,D,D,W,L,L,L
U,W,R,R,R,R,D,L,L,L,L,L
W,R,R,R,R,R,D,L,U,U,L,W
R,U,W,D,D,D,D,W,U,U,U,L
R,R,R,R,R,R,R,R,W,D,L,L
W,W,U,W,R,R,R,W,D,D,W,W
R,R,W,W,R,R,U,L,L,L,L,L
R,R,R,R,W,W,U,W,U,L,L,L
R,R,R,W,R,R,U,L,U,U,U,U
R,R,W,W,R,R,U,R,W,U,U,U
W,W,W,R,R,U,W,W,U,U,L,L
R,R,R,R,U,U,L,W,U,U,W,U
