U,L,L,L,L,L,L,L,L,D
W,W,U,U,L,L,L,W,R,D
R,R,U,U,L,L,U,W,W,D
D,W,R,U,L,L,W,R,R,D
D,R,R,U,L,L,D,U,W,D
D,L,W,U,U,R,D,R,R,R
D,W,L,U,U,W,L,R,U,W
D,L,L,L,U,L,W,U,W,U
W,U,U,W,W,U,R,U,L,W
W,U,U,L,L,U,W,U,L,L
