76.1709,0.0000,79.6353,80.7362,81.8691,81.1706,81.1784,81.5719,82.0620,82.3235,83.3025,83.2208,82.7052,83.1812,83.0841,83.3059
77.1958,78.3929,79.3772,80.3337,81.2698,82.1704,82.2182,82.6530,83.1898,83.3115,84.5501,84.3889,83.6887,84.3662,85.3559,84.4486
76.9464,78.9422,79.9900,81.0624,82.1799,83.3776,83.2711,83.7469,81.6463,0.0000,85.8558,85.5849,85.8358,85.4556,86.7339,85.4646
78.6038,79.5880,80.6083,81.5449,82.3141,83.3308,84.3129,85.1895,0.0000,85.8892,87.0368,86.6635,87.0616,0.0000,89.4101,0.0000
79.5364,80.6156,81.6997,82.6586,83.1341,84.3494,85.4538,86.4379,86.7532,0.0000,88.3890,87.7244,88.2737,89.5116,90.6021,91.7963
80.3741,81.6191,82.8100,83.8259,0.0000,85.4914,86.6109,87.6760,87.9512,88.4710,89.6513,88.7435,89.0050,90.3338,91.7963,93.1678
79.8752,81.8454,83.9406,85.0744,86.2034,86.4941,87.7745,88.9449,89.0942,0.0000,91.1074,89.7809,88.6022,89.0854,0.0000,93.2529
81.7835,83.6790,84.9844,86.2124,87.4598,88.7251,88.9460,90.2587,90.3010,91.4179,92.4866,0.0000,88.2245,89.3544,90.6848,91.8802
83.8419,84.0268,85.2940,86.5844,87.9329,88.0506,89.1050,90.2506,91.3699,92.6076,93.8511,94.1821,0.0000,88.5112,90.7860,90.6848
82.7885,83.2297,84.4016,85.4189,86.2457,88.3400,89.6049,90.9098,92.2715,93.7089,95.2133,95.4758,96.9363,0.0000,92.2925,91.1519
80.6698,81.9691,0.0000,85.4939,86.6175,87.9384,89.2217,90.3635,91.4993,92.7451,93.9925,95.2346,96.6269,95.2037,93.6635,92.2066
81.6617,82.9921,84.3731,85.7210,85.6768,86.6584,0.0000,0.0000,90.5084,91.6749,92.8344,93.9796,95.0825,93.9397,92.6787,91.4257
80.7645,81.8546,82.6181,84.8595,86.0423,86.0652,87.2401,88.5207,89.8329,91.0942,92.3974,93.8577,93.7230,92.6846,91.4730,90.3607
79.8095,80.7364,81.3787,83.6118,84.8150,85.2718,86.3124,87.4691,88.6467,89.7941,90.1162,91.3924,92.2781,91.4303,90.2884,89.2944
78.8553,79.6920,80.5948,81.5159,83.4556,0.0000,85.3551,86.3366,87.4709,88.5387,89.0115,90.1426,90.8866,90.1842,89.1278,88.2945
78.9127,79.9794,81.0884,82.2370,83.4287,84.5418,85.6724,85.3559,86.3207,87.3087,87.7810,0.0000,89.6138,88.9888,88.2945,89.3683
