D,R,D,D,L,D,R,R,R,R,R,R,D,L,D,D
D,D,D,D,L,D,D,R,R,R,R,R,U,L,D,D
D,R,D,D,W,D,D,R,R,D,D,D,D,R,D,D
R,R,D,D,D,D,D,D,W,D,D,D,D,W,D,D
D,W,D,D,L,L,D,R,R,D,D,D,D,D,D,D
R,R,R,D,L,L,D,R,R,R,D,D,D,D,D,D
R,R,U,W,U,U,R,R,R,R,R,D,D,D,D,D
U,U,U,D,U,R,R,R,R,R,R,R,R,D,D,D
U,U,U,R,R,R,R,R,R,D,W,R,R,R,D,D
R,R,R,R,R,R,R,R,R,R,R,R,R,R,D,D
R,R,D,W,R,R,R,R,R,R,R,R,R,R,D,D
R,R,R,R,R,R,R,R,R,R,R,D,D,R,R,D
R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
R,R,R,R,D,W,R,R,R,R,R,R,R,R,D,W
R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,U
