96.9473,0.0000,99.7231,98.5293,97.7916,97.8192,96.2290,94.7869,92.2309,92.1672,90.8300,89.5345,88.2626,0.0000,85.6048,84.4751
98.2346,99.6989,99.6951,99.4368,98.9939,0.0000,93.7325,93.3295,91.2001,90.8667,89.8125,88.7190,87.5077,88.3852,88.0895,0.0000
0.0000,0.0000,99.5365,98.2205,96.5511,95.1938,93.9749,93.8908,92.4471,91.1530,89.9385,88.6225,86.4066,87.7232,87.0059,86.9128
95.2243,96.6310,97.9427,96.9024,95.6104,94.4552,94.4640,93.1624,91.9876,90.7985,0.0000,87.4552,0.0000,89.1482,87.8679,88.0617
94.0941,96.4036,96.5298,95.6082,94.4962,94.5212,0.0000,91.9371,91.9261,90.6080,89.4134,88.5548,89.5371,90.4970,0.0000,89.2609
0.0000,93.9677,94.0734,94.1318,92.3919,93.2507,93.8699,0.0000,90.5870,89.5296,89.3932,89.5060,90.7336,0.0000,90.1427,89.1253
91.2160,92.5808,92.7070,91.7708,91.3171,91.9944,92.4185,91.0718,88.8979,88.4941,90.5539,91.7594,92.0958,92.8089,91.4712,90.1866
90.0163,0.0000,91.3925,90.6129,90.2286,90.7552,91.0405,90.0021,0.0000,90.0203,91.7224,93.0897,93.2747,92.9744,91.8426,90.5858
88.8275,88.7945,89.9787,89.4471,89.1290,89.5224,89.6009,87.7182,86.5257,87.5273,0.0000,92.2423,93.2504,94.3154,92.9414,0.0000
87.6575,0.0000,0.0000,88.2419,88.0186,88.3074,88.3014,87.3239,86.2310,86.3579,0.0000,93.1524,94.4838,95.8743,0.0000,96.0560
87.6515,86.3556,84.4148,86.7850,86.7712,86.0486,0.0000,88.4355,88.4299,0.0000,90.8954,93.3257,94.6424,95.9960,97.2405,98.5314
86.3556,85.2169,84.0811,84.4296,84.5637,85.6806,87.0026,88.2902,89.6089,89.6251,90.7350,92.8976,94.0371,96.3633,0.0000,100.0000
84.9937,83.1884,83.6590,84.8326,84.6235,83.8964,85.9953,87.0183,0.0000,90.3037,92.5400,93.2415,94.4220,0.0000,98.5097,100.0000
83.7454,82.7232,82.8036,84.8139,85.8198,0.0000,0.0000,89.5076,90.9702,92.3151,93.9634,94.0651,94.2434,95.6140,97.0427,0.0000
82.6721,82.9416,84.3305,85.8198,87.0923,88.4999,89.8086,89.8417,89.9051,90.9702,0.0000,92.8622,93.1246,94.3478,95.4764,94.2235
80.4535,80.9323,82.9656,0.0000,86.4063,87.4746,88.5141,88.6432,0.0000,0.0000,89.0280,91.4147,91.9605,92.9879,93.0334,0.0000
