R,R,D,L,L,W,R,U,D,D,R,R,D,D,L,L
R,R,U,L,W,U,W,W,D,D,W,R,R,D,W,D
U,U,U,U,D,W,D,W,D,L,L,W,R,U,L,L
U,U,U,R,D,W,D,W,D,L,L,D,W,U,L,L
U,W,R,R,R,R,D,D,L,L,L,R,R,R,W,W
D,W,R,U,U,W,D,L,L,L,U,R,U,U,L,L
R,U,L,W,R,D,W,U,L,L,L,U,U,U,L,L
U,U,D,D,R,R,R,U,L,L,U,U,U,U,W,U
R,R,R,L,R,R,U,U,W,W,R,U,U,U,L,L
R,D,D,U,D,U,R,U,L,L,L,U,U,U,U,L
D,D,D,D,D,L,U,U,U,U,W,L,L,W,U,U
R,D,D,D,D,D,D,U,U,U,W,U,R,D,D,D
D,R,D,D,D,L,D,L,D,L,R,D,W,D,D,D
D,W,D,D,L,D,W,R,R,W,W,D,D,D,D,L
R,R,D,D,W,D,L,L,L,R,R,R,R,D,L,W
U,W,D,L,L,D,L,L,L,R,R,R,R,R,W,U
