D,W,U,R,R,R,D,D,W,D,D,L,L,D,D,D,W,D
D,W,D,D,U,W,D,D,W,D,D,L,L,L,D,L,R,D
D,D,D,D,L,W,D,D,L,L,L,L,D,L,L,L,U,W
D,L,D,D,W,R,D,L,L,L,L,L,L,L,D,L,L,D
D,W,D,R,R,R,D,L,L,L,W,U,W,D,D,W,R,D
D,R,D,W,W,D,D,L,L,W,R,R,D,L,L,L,W,L
D,W,D,W,R,R,R,W,D,W,W,D,D,L,L,L,L,L
R,D,D,R,D,D,D,L,D,D,D,L,L,L,L,W,U,L
W,D,L,R,R,D,D,W,D,D,D,D,W,U,L,W,D,L
U,L,W,R,R,R,D,L,L,L,L,L,L,L,L,L,L,L
U,U,W,R,U,W,D,W,U,U,U,W,U,U,L,U,L,U
U,U,L,R,U,W,W,R,U,U,U,L,L,L,L,L,L,W
U,U,R,R,U,L,L,L,U,U,U,L,L,L,L,W,U,L
U,U,L,U,U,W,W,R,U,U,U,W,U,U,U,L,L,L
U,U,U,L,W,R,R,U,U,U,U,L,U,U,U,L,L,L
U,U,U,L,L,R,U,U,U,U,U,U,L,D,D,D,L,L
U,U,U,U,L,L,U,U,U,U,W,U,L,D,D,L,L,L
U,U,U,U,L,L,R,U,W,U,L,R,R,D,L,L,L,W
