91.8640,94.2865,0.0000,99.9990,0.0000,0.0000,94.9299,97.2027,99.7703,99.9990
0.0000,97.0425,97.0380,99.5253,98.1754,95.6532,96.4376,96.5811,97.9178,99.9990
99.9990,99.5309,97.0425,97.1132,97.7977,95.2384,0.0000,98.9141,99.4078,0.0000
0.0000,98.2276,0.0000,0.0000,0.0000,94.0699,94.7293,97.1880,99.4620,0.0000
93.0179,95.4550,0.0000,94.5399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,96.9963,99.5390,99.5397,97.1329,0.0000,94.1213,0.0000
97.7629,97.5370,97.6597,99.0094,99.4872,99.4986,97.7911,96.2262,96.5724,0.0000
96.4899,98.7881,97.2316,97.1008,98.0653,0.0000,95.1718,93.9325,0.0000,97.5052
96.6787,99.2547,99.5437,99.4525,99.3062,97.7317,97.5634,0.0000,0.0000,99.9990
96.1262,97.3340,99.5855,0.0000,0.0000,95.5129,97.5116,99.9990,99.9990,99.9990
