D,D,D,W,W,D,W,U,L,L,U,W,W,U,W,D
D,L,L,U,W,D,W,U,W,U,R,R,U,U,L,L
W,D,L,U,W,R,R,L,L,W,D,D,U,U,L,L
L,L,L,R,R,R,W,W,U,W,D,D,W,D,W,D
U,W,D,W,D,W,W,L,L,L,W,W,L,D,L,L
U,U,L,W,R,R,R,U,W,W,W,U,L,L,L,L
U,U,U,R,R,R,R,W,U,W,R,U,W,W,U,D
W,R,D,L,W,W,L,L,R,L,L,U,W,D,W,W
W,W,D,W,W,U,W,W,U,W,U,U,D,L,L,W
U,W,D,D,L,W,U,L,U,L,L,W,L,L,L,U
W,W,D,D,L,D,U,W,D,W,U,W,W,U,U,U
D,W,W,D,W,D,W,U,L,L,L,D,W,W,U,U
L,L,W,W,U,W,W,U,U,L,L,L,L,W,U,L
W,W,W,W,L,L,L,R,U,U,W,U,R,U,U,L
W,W,R,R,L,L,W,D,U,U,L,U,U,U,U,U
U,L,L,R,W,W,L,L,L,L,W,U,U,W,L,L
