99.9990,0.0000,0.0000,92.0801,91.0141,88.8758,88.5024,0.0000,85.2564,0.0000,85.7499,84.6183,0.0000,92.3634,94.9767,97.4385,97.4098,96.5954
98.3814,95.8833,95.9193,93.4391,92.1847,90.8479,89.6363,0.0000,87.5955,88.4970,88.2367,0.0000,88.7677,90.8877,0.0000,97.4098,96.9183,97.7764
96.9376,95.6843,95.7959,94.4953,93.1372,91.8068,90.6371,89.4669,88.6519,87.3217,89.3814,90.9898,90.8760,0.0000,0.0000,96.8240,99.2360,97.8556
95.6625,95.6291,94.7121,95.1972,0.0000,91.9019,91.8447,89.6471,89.8988,88.5901,87.1925,0.0000,92.0724,93.2252,94.3150,0.0000,99.7004,97.2812
93.3289,94.1890,93.5480,0.0000,89.6510,90.7183,91.7710,91.4032,91.2921,88.8422,87.5765,0.0000,93.1539,94.4288,95.7052,0.0000,99.9990,0.0000
93.3599,92.9366,92.3870,0.0000,90.6734,90.7817,90.4655,89.3482,90.9173,88.5703,89.7867,91.5097,93.9511,95.4647,97.1363,99.9990,0.0000,-5.0000
92.1334,0.0000,92.0646,90.9873,89.8874,88.5659,0.0000,89.3770,90.8488,0.0000,92.1197,91.3238,92.6345,93.2754,95.5785,0.0000,94.5867,0.0000
90.9322,91.0130,93.4248,92.0646,0.0000,86.1900,85.9898,87.1644,89.2511,88.0758,0.0000,90.3817,91.3906,92.1846,94.4748,95.8960,95.8442,96.9474
0.0000,0.0000,93.8133,0.0000,-99.9990,0.0000,85.7835,0.0000,89.3851,0.0000,89.9329,91.0031,90.2782,0.0000,92.0499,0.0000,96.9731,98.3725
0.0000,92.1784,93.5770,92.4362,0.0000,88.8342,86.9298,87.9730,87.8014,0.0000,90.9610,91.1139,91.1627,92.6086,93.9709,95.6245,97.2071,98.5269
0.0000,90.8059,93.3248,93.1523,91.9093,91.4565,88.9215,87.8686,90.1512,90.4825,89.8526,89.9367,90.1932,91.5704,92.6600,93.1275,0.0000,99.9990
87.3893,88.5559,90.7681,91.7963,91.7546,89.5936,89.7165,88.4800,88.8558,88.3491,89.8000,0.0000,87.8217,0.0000,91.4423,0.0000,0.0000,0.0000
0.0000,87.1397,89.3256,89.4988,90.4328,0.0000,89.7566,88.6421,89.0895,87.9639,88.5237,88.3203,89.4986,88.5151,0.0000,84.9525,83.9682,81.9003
0.0000,0.0000,89.3544,88.5096,89.1967,89.5092,88.7621,89.3466,91.6736,0.0000,87.3576,0.0000,89.6362,89.5729,87.6751,86.2113,85.0803,83.7311
84.4109,85.7658,86.9017,87.2950,0.0000,88.7840,89.7796,90.5612,91.8594,91.8797,0.0000,0.0000,88.7271,90.9964,89.9904,88.5209,86.2429,0.0000
86.5700,88.1388,88.2856,87.2493,88.3885,89.5677,91.0030,91.0424,91.0604,93.1055,93.3518,95.7315,0.0000,91.2921,91.2478,0.0000,87.9937,85.7913
85.4282,0.0000,0.0000,87.4083,0.0000,88.4205,0.0000,92.2577,93.1994,91.6643,93.8451,95.3004,92.8327,92.5135,92.4575,91.0621,89.4431,86.9393
0.0000,-5.0000,0.0000,86.2181,88.4205,89.6001,92.1415,93.3680,93.4231,92.1375,92.6799,93.7675,92.5686,90.4253,0.0000,89.6024,87.4805,0.0000
