W,L,L,L,L,D,D,W,U,W,W,D,D,L,L,L
U,L,L,L,L,D,L,D,W,U,W,D,D,W,U,U
U,W,W,D,L,W,R,R,R,U,L,W,D,D,W,W
U,W,R,D,W,U,W,R,R,U,L,L,L,D,D,L
U,D,R,R,R,R,W,W,W,W,U,L,R,D,L,W
W,D,W,R,U,R,L,L,L,L,L,L,R,D,D,W
U,W,R,U,U,W,W,U,W,U,W,R,R,R,R,U
W,U,U,U,U,L,L,U,R,U,L,R,U,W,D,U
R,U,U,U,U,W,U,U,R,U,L,D,W,R,D,W
W,W,D,R,R,W,U,U,R,R,D,D,L,W,R,R
D,W,R,R,U,W,W,W,U,W,D,D,R,R,U,W
R,U,U,U,U,W,D,W,D,W,D,D,D,W,W,U
U,U,U,W,U,L,L,R,R,R,R,D,L,W,D,W
U,U,R,D,U,R,W,W,R,U,W,W,U,L,L,L
U,U,W,R,R,U,L,D,W,U,R,R,R,U,L,L
W,R,R,R,U,U,D,L,L,U,R,R,U,U,W,U
