D,W,D,D,R,R,D,D,L,L,L,L,L,L,L,L,W,D
D,D,D,D,R,R,D,D,W,D,D,L,L,L,L,L,D,D
D,D,D,D,L,W,D,D,L,L,D,D,L,L,L,D,D,D
D,D,D,D,W,D,D,D,L,L,L,L,L,L,D,D,D,D
D,D,D,R,R,R,D,L,L,L,L,L,L,L,L,D,D,D
D,D,D,L,W,D,D,D,D,L,L,L,L,L,L,L,D,D
D,D,D,W,D,R,D,L,L,L,L,L,L,L,L,L,L,L
D,D,D,D,D,D,D,L,D,L,L,L,L,L,L,L,L,L
D,L,L,R,R,R,D,W,D,L,L,L,W,D,L,L,L,L
L,L,L,R,R,R,D,L,L,L,L,L,L,L,L,L,L,L
U,L,L,R,R,R,U,L,L,L,L,L,L,L,L,L,L,L
U,U,U,U,U,U,W,U,U,L,L,L,L,L,L,L,L,L
U,U,U,U,U,U,R,U,U,L,L,L,L,L,L,W,U,U
U,U,U,R,U,U,U,U,U,L,L,L,L,L,L,L,L,L
U,U,U,U,U,U,U,U,U,U,L,L,L,L,L,L,L,L
U,U,U,R,R,U,L,U,U,U,U,L,L,D,L,L,L,L
U,U,U,U,U,U,U,U,U,U,U,U,D,D,L,L,L,L
U,U,U,R,U,U,U,U,U,U,L,R,R,D,L,L,L,L
