R,R,W,W,W,W,U,U,U,W,W,L,L,L,L,W
R,U,D,D,R,W,U,U,U,U,U,W,W,W,W,U
R,R,D,D,R,R,U,U,L,L,W,D,W,W,W,U
R,R,R,D,W,W,U,R,R,D,L,D,U,W,W,D
R,D,W,W,U,R,R,R,R,W,W,U,L,L,L,W
W,D,D,D,L,W,W,U,R,R,W,U,U,L,L,L
R,R,D,D,W,W,R,U,W,W,W,R,U,L,L,L
W,W,W,D,W,R,R,U,W,D,W,U,U,U,L,L
D,W,U,W,W,D,W,W,R,R,R,R,U,W,L,L
R,R,U,R,D,L,L,U,L,R,R,U,U,W,D,L
R,R,W,D,D,W,R,U,D,R,R,D,W,D,D,L
W,W,R,R,R,R,W,R,D,W,W,D,R,R,D,W
W,W,R,R,U,W,R,R,R,D,L,W,D,W,W,U
U,W,W,U,U,W,R,R,R,D,W,R,R,D,R,R
U,W,R,U,W,U,W,W,W,D,W,U,W,R,R,R
W,R,R,R,R,U,L,L,W,D,W,U,W,U,R,R
