94.6861,0.0000,0.0000,92.0464,90.8364,89.4960,0.0000,84.3755,83.5118,84.3091
97.1443,96.1797,96.2273,93.4230,0.0000,88.3177,0.0000,85.6119,85.6213,85.5364
97.2288,98.5301,0.0000,91.9031,89.5320,88.4409,87.7451,86.7548,86.7773,84.6233
0.0000,100.0000,0.0000,90.9452,89.7078,89.2733,88.9529,87.7868,0.0000,85.1269
100.0000,0.0000,94.8123,92.3113,92.0028,90.4493,90.2450,88.8126,87.5595,86.2649
98.6908,0.0000,94.2883,93.0944,91.0220,88.8390,88.9167,87.8551,86.8841,0.0000
98.5460,97.2411,95.6912,94.2349,92.7570,0.0000,88.7139,87.7845,87.7219,86.6350
97.2411,97.1289,94.8658,93.7485,92.5436,91.3451,90.0133,88.8476,86.8190,87.1962
0.0000,95.8295,95.6190,94.2986,0.0000,91.4889,90.2559,90.0647,88.5573,89.6070
90.8081,93.2173,94.2461,94.3157,91.8928,90.7730,0.0000,88.7483,87.6868,0.0000
