D,L,R,D,W,R,D,D
D,W,W,D,W,W,D,L
D,D,W,R,R,R,D,D
R,R,D,W,W,R,R,D
W,W,R,R,R,W,D,D
D,R,R,R,R,D,D,D
D,R,D,W,R,R,D,L
D,R,R,R,U,U,W,U
