U,W,W,D,L,U,W,W,U,W,U,U,W,R,R,R,D,W
W,U,L,L,L,L,W,W,W,U,W,W,D,W,W,D,D,U
W,U,U,L,L,W,W,D,W,L,L,L,L,W,W,R,L,U
W,L,U,R,W,U,L,D,D,W,U,W,U,W,U,W,L,L
L,L,L,W,R,R,R,D,D,L,D,W,D,L,W,W,D,W
L,L,L,W,R,R,R,R,D,L,D,L,L,W,R,R,W,U
W,W,W,D,R,U,W,W,D,W,D,W,R,D,U,W,W,W
R,R,D,L,W,U,R,R,W,U,W,W,W,L,L,L,D,D
W,W,D,W,U,W,U,W,U,W,D,D,L,W,U,W,R,D
W,W,L,L,W,L,R,R,U,W,D,L,L,L,W,W,R,D
W,U,L,L,L,U,R,R,U,L,L,L,D,W,R,R,W,D
R,U,L,L,R,D,L,U,U,U,L,W,D,W,W,W,W,W
W,U,W,D,W,W,U,D,D,U,U,R,D,L,W,W,R,R
W,W,L,L,W,U,R,R,D,W,W,W,D,W,U,U,W,W
R,R,L,L,W,U,R,R,D,D,W,W,L,L,U,U,U,W
R,R,U,W,R,R,R,R,R,R,U,R,W,D,W,W,U,D
U,W,W,U,W,W,W,R,R,U,U,R,R,D,L,L,W,D
W,W,W,U,L,R,R,R,U,U,U,U,W,U,W,R,R,W
