U,W,R,R,D,W,W,R,R,D,W,W,R,R,U,R,L,D
W,W,R,R,R,U,W,W,W,D,R,R,R,U,U,W,W,D
U,W,W,D,L,L,L,R,D,D,W,D,W,L,R,R,U,W
R,R,W,D,W,U,W,W,D,D,D,L,D,W,R,R,L,L
D,W,W,W,R,U,W,R,R,D,L,R,D,W,U,W,U,W
W,D,W,D,W,W,U,W,R,R,W,W,R,U,W,W,W,W
L,L,R,R,U,U,W,L,L,L,L,R,U,U,L,W,D,D
U,L,D,U,U,U,W,W,W,W,R,U,U,U,L,L,D,D
U,W,L,W,R,R,D,D,L,L,U,W,U,W,W,W,D,L
W,R,U,L,W,W,D,D,W,W,D,U,W,U,U,L,L,W
W,W,U,W,U,R,R,D,W,W,D,L,L,W,U,L,L,R
D,D,L,R,U,W,W,W,W,L,L,W,R,R,U,W,R,R
D,L,W,W,W,R,D,W,W,U,W,W,R,R,U,L,R,U
U,R,R,U,U,W,D,D,W,U,L,L,U,W,W,U,R,U
U,R,U,U,U,L,L,L,L,U,W,W,R,D,L,W,U,U
D,R,D,W,U,U,L,L,L,U,L,R,R,D,D,W,R,R
D,W,D,W,W,U,W,U,D,U,U,W,W,D,L,U,W,L
R,R,W,R,R,U,L,L,D,L,L,W,U,D,W,U,L,L
