R,D,D,D,W,R,D,W,D,D,L,L
W,D,D,D,D,W,D,D,R,R,W,W
R,R,D,D,D,D,D,D,W,D,D,W
R,R,R,D,D,D,D,D,R,D,D,L
R,R,D,D,D,D,D,D,D,D,L,L
U,W,L,D,D,D,D,D,D,D,D,D
W,D,R,R,D,D,D,D,D,D,D,D
L,L,R,R,R,D,D,D,D,D,L,L
U,D,W,D,W,D,D,L,D,D,L,L
R,R,D,R,D,D,D,D,D,D,L,L
R,R,R,D,D,D,D,D,D,L,L,L
R,R,W,R,R,R,D,L,L,W,U,L
