W,U,L,R,R,W,W,U,U,U
U,U,U,R,R,R,R,R,R,U
U,U,U,U,U,W,R,U,W,W
W,R,U,D,U,W,U,U,U,U
R,R,R,D,L,R,U,U,U,U
W,R,R,D,L,R,W,U,U,W
W,W,R,D,W,W,W,D,U,W
W,D,U,W,W,D,L,L,W,U
L,L,W,W,U,D,W,U,L,W
W,U,W,L,U,W,W,W,L,L
