U,W,W,W,W,U,W,R,R,W
U,U,U,U,W,W,W,U,W,U
W,W,W,U,L,L,R,R,R,U
W,U,W,R,R,W,D,U,W,U
U,W,U,R,U,L,L,W,D,W
W,W,U,U,U,L,L,R,D,W
U,D,W,U,U,W,U,W,D,D
R,R,D,L,L,D,W,R,R,D
W,W,L,D,W,D,R,U,W,D
U,L,L,D,L,L,W,U,L,W
