R,R,R,R,R,R,R,R,L,L,L,W,W,D,W,D
R,U,W,U,W,W,U,W,W,U,W,D,D,D,L,D
R,R,R,R,R,R,U,W,R,U,L,L,L,D,D,D
U,R,U,U,U,W,U,W,U,U,U,L,W,D,D,L
R,R,U,U,W,R,U,D,L,U,U,U,L,L,D,L
W,U,R,D,W,R,R,D,L,W,U,U,U,L,D,W
R,U,W,R,R,R,R,D,L,L,L,D,U,D,W,D
R,R,R,U,R,R,R,D,L,L,D,R,D,D,D,D
W,U,U,U,U,U,W,L,L,L,L,R,R,R,D,L
R,U,U,U,W,R,R,U,L,W,U,U,W,R,R,W
R,R,U,U,W,R,U,U,W,W,U,L,W,R,U,L
W,U,U,U,W,R,U,U,L,L,U,R,R,U,W,U
D,R,U,R,R,U,W,U,U,R,R,R,U,U,W,U
R,D,R,D,U,R,R,U,U,R,R,U,U,U,R,R
U,W,R,D,L,W,U,W,U,R,U,U,U,L,U,U
R,R,R,R,W,R,U,L,W,R,R,U,W,W,U,W
