D,W,D,L,L,R,R,L,L,D,D,D,D,D,L,L
D,L,D,W,U,W,W,D,D,D,D,L,D,D,L,L
D,L,L,R,W,U,W,D,D,R,D,W,D,D,W,W
W,L,L,U,W,W,R,R,D,D,W,D,W,D,W,W
W,W,R,U,L,U,L,W,R,D,L,L,W,L,L,W
W,D,W,U,U,U,U,R,U,W,U,W,W,U,L,D
W,D,W,U,L,W,U,L,W,R,U,L,R,U,R,D
R,D,D,D,L,W,U,R,D,L,U,L,W,W,R,R
R,R,D,L,W,W,D,R,R,W,U,R,R,R,U,W
R,R,R,W,D,D,D,W,W,D,L,R,U,U,U,W
R,R,W,R,R,R,R,R,U,L,L,U,U,R,W,D
W,W,R,R,W,R,R,U,U,W,U,D,D,W,R,D
R,D,W,W,U,W,U,W,U,W,D,D,L,L,W,D
W,R,R,W,U,L,L,R,R,W,D,D,W,D,R,D
U,W,U,W,U,D,D,W,W,U,W,D,W,D,W,D
W,U,W,L,L,D,L,L,L,W,R,R,R,R,R,D
