94.4966,96.0560,98.5314,100.0000,0.0000,0.0000,98.4312,99.8704,100.0000,100.0000,98.3621,0.0000
92.0714,0.0000,97.2405,0.0000,97.4335,95.0618,97.3657,98.8204,100.0000,0.0000,95.6992,94.1643
0.0000,87.4838,0.0000,98.4661,97.1743,95.7913,95.0021,0.0000,0.0000,93.8045,93.1786,91.9010
87.4838,89.8510,0.0000,98.3112,96.9011,95.6381,96.5047,94.6180,94.9185,92.8524,91.1313,90.8371
0.0000,90.0188,0.0000,95.8167,95.6407,95.5466,96.8047,96.8019,96.4760,94.8510,93.3662,92.0104
88.0041,89.1784,0.0000,95.7221,94.5326,0.0000,0.0000,0.0000,95.0706,93.9358,93.6589,92.1359
0.0000,90.5143,92.9661,94.2120,93.3991,93.4577,92.2001,91.2727,92.4883,0.0000,91.0953,89.8890
0.0000,91.4801,92.8942,92.9054,92.3530,93.2653,91.9581,0.0000,91.2124,90.7237,89.8787,88.8847
0.0000,90.8792,92.0147,93.1297,93.0688,92.1235,91.0521,89.1541,90.0932,91.9768,90.6700,89.4120
-100.0000,0.0000,0.0000,94.5157,94.4176,93.2301,91.2770,91.1878,92.3753,93.6001,0.0000,0.0000
0.0000,98.8242,97.4008,96.9839,0.0000,94.5660,93.4591,93.4422,93.6001,96.1976,98.0480,98.2271
100.0000,98.7054,96.3567,95.8130,96.0850,95.9616,94.5660,93.3375,0.0000,94.2140,96.4182,95.8283
