W,R,D,D,L,L,W,U,W,U,W,L,L,L,L,W
U,W,D,D,L,L,W,U,U,W,U,W,U,U,L,L
U,L,R,D,W,W,R,U,U,L,W,R,U,U,U,W
W,R,D,W,R,R,W,U,W,U,D,W,U,W,U,L
U,W,D,L,D,U,W,U,L,R,R,R,D,D,D,L
W,W,D,D,L,L,W,U,U,R,U,W,D,D,D,L
U,U,D,W,W,W,R,R,W,R,U,W,R,D,D,W
L,U,W,W,D,U,W,D,W,W,U,W,D,D,D,L
U,W,U,L,L,L,W,R,R,R,W,U,D,D,D,W
U,R,R,R,W,W,U,D,W,U,R,U,W,U,U,U
W,R,R,W,W,D,R,R,R,U,D,U,W,U,U,U
W,R,U,L,L,L,W,U,W,W,R,D,U,U,U,U
R,U,U,U,W,R,R,R,W,D,D,W,U,U,R,R
W,W,U,U,U,W,R,U,W,D,D,W,D,W,W,W
W,W,W,L,U,D,L,U,L,W,L,L,L,L,W,U
U,W,W,W,W,L,L,W,L,L,W,W,W,R,R,R
