R,R,L,L,R,R,R,W
D,R,W,U,R,R,R,R
D,W,U,W,W,W,U,W
W,R,U,D,D,L,W,W
W,D,R,R,D,W,U,U
W,D,W,W,D,W,U,W
L,L,L,D,W,L,L,W
W,U,R,R,R,W,R,R
