91.7404,0.0000,96.8468,98.2988,98.4671,98.4807,98.3409,97.0523,97.0690,94.6868
92.9618,93.0738,95.5186,96.7806,96.1778,97.0767,97.0550,0.0000,96.9065,95.2942
94.1848,93.0175,94.2481,95.3395,95.0382,95.7254,95.7762,0.0000,95.3609,93.1340
94.2573,0.0000,93.1160,93.9706,93.8703,94.4140,94.5080,0.0000,92.8246,92.0108
93.0978,93.7309,0.0000,91.6657,92.5867,93.0959,92.9696,90.4317,0.0000,0.0000
91.8015,91.2091,89.7561,90.4709,91.2711,0.0000,90.4317,89.3643,88.0624,85.8533
89.3390,88.7648,87.7034,89.1805,89.8482,88.7135,0.0000,89.2899,87.0468,86.9540
0.0000,86.4282,86.5667,0.0000,88.7135,89.1023,89.1652,88.1337,86.9806,85.9945
86.4351,87.7321,87.7402,86.2971,87.4553,87.8870,87.9796,0.0000,0.0000,86.3370
85.2950,0.0000,0.0000,83.9741,0.0000,86.7239,86.6840,85.5408,86.1211,85.2995
