D,R,R,R,R,R,U,W
D,D,W,U,U,U,U,U
D,R,R,U,U,W,U,U
W,D,D,D,U,L,W,U
R,D,D,D,L,R,D,U
W,D,D,L,L,W,D,W
L,L,L,L,R,R,D,W
W,U,L,L,L,W,R,R
