W,L,L,L,L,D,D,W,U,W,W,R,R,R,D,W
U,L,L,L,L,D,L,D,W,U,W,D,U,W,D,U
U,W,W,D,L,W,R,R,R,U,L,W,D,D,W,W
U,W,W,D,W,U,W,R,R,U,L,W,R,D,D,L
U,D,R,R,R,R,W,W,W,W,U,L,D,D,D,W
W,D,W,R,U,R,L,L,R,D,L,R,R,D,D,W
U,W,R,U,U,W,W,U,W,D,W,R,R,R,R,R
W,U,R,R,D,L,L,R,R,R,W,W,U,W,R,R
R,U,W,W,D,W,R,R,R,R,W,U,W,W,D,W
W,W,D,R,R,W,U,U,W,W,U,U,W,W,W,U
U,W,D,D,U,W,W,W,D,W,U,W,U,U,U,W
U,U,U,L,U,W,D,W,D,W,D,D,U,W,W,U
U,U,U,W,U,L,L,L,R,R,R,D,D,W,W,W
U,U,U,L,U,R,W,W,U,U,W,W,W,L,L,L
R,U,W,U,L,L,L,D,W,D,R,R,R,U,L,L
W,U,R,U,U,U,D,L,L,D,R,R,U,U,W,W
