-100.0000,0.0000,89.2545,91.5246,91.4166,0.0000,89.7268,88.5456,86.1947,87.7208,0.0000,0.0000,94.7273,97.2056,97.3452,100.0000,100.0000,98.8346
0.0000,0.0000,90.2105,91.5322,92.6205,92.5641,91.0704,0.0000,0.0000,89.0823,89.7598,92.1558,94.5698,95.8073,96.0403,0.0000,0.0000,100.0000
100.0000,0.0000,0.0000,92.5841,92.6704,91.3619,90.1689,90.1101,91.2718,90.1855,0.0000,92.2536,0.0000,96.1919,95.7199,97.2340,97.4877,0.0000
98.3854,95.9118,94.5004,95.0049,0.0000,89.0154,89.3366,90.4236,91.4427,91.2516,92.6206,90.9075,92.8597,0.0000,93.4602,94.9245,97.0970,95.8500
98.4056,0.0000,93.2597,0.0000,88.1542,90.5298,0.0000,91.6370,92.8116,91.0878,92.9127,92.8597,94.3394,93.0176,92.3188,0.0000,97.3633,96.0609
96.9449,95.5571,94.0031,91.7844,0.0000,92.0330,91.4920,92.7103,93.0832,93.0570,0.0000,0.0000,94.6181,92.3446,0.0000,0.0000,0.0000,0.0000
96.9884,94.6119,92.3145,93.4076,93.6856,93.3258,0.0000,94.0497,92.8658,92.9660,90.9228,93.1054,94.3533,92.9122,91.8961,92.8883,93.0686,93.1436
96.7277,94.3118,91.6731,92.1408,92.2865,91.0659,0.0000,94.1226,93.0629,0.0000,92.7467,93.0324,92.0303,91.8414,92.8685,94.2257,94.3200,94.3921
94.2748,0.0000,89.2832,0.0000,91.9218,93.1000,93.2672,95.5066,94.1686,91.7475,91.5520,0.0000,90.8204,0.0000,0.0000,0.0000,96.7763,94.3304
0.0000,89.3200,90.5109,88.1355,0.0000,0.0000,94.8737,95.8970,94.5873,0.0000,90.4562,91.3317,0.0000,100.0000,100.0000,100.0000,98.3671,0.0000
0.0000,0.0000,90.8369,0.0000,95.0807,94.5838,97.2063,97.4626,0.0000,0.0000,90.4704,89.6215,91.8019,0.0000,100.0000,100.0000,97.3358,94.9236
85.4620,87.8451,90.2373,91.3649,92.5816,93.2585,0.0000,0.0000,0.0000,86.5935,88.9848,0.0000,94.4962,96.0060,98.3958,0.0000,94.9236,95.3155
85.1303,87.6817,0.0000,0.0000,0.0000,90.5359,88.0011,0.0000,0.0000,86.3110,0.0000,0.0000,95.1629,96.6860,98.0549,96.5008,94.1029,95.2343
83.0867,85.2321,86.4908,86.3850,84.0706,0.0000,86.7129,85.6707,0.0000,88.6634,90.1299,92.5305,93.7620,0.0000,96.5008,94.3198,93.7056,93.9538
82.1048,83.0477,85.0046,84.1631,84.1486,83.1565,85.4218,86.4922,86.5367,88.7452,0.0000,0.0000,95.1022,96.6078,95.5073,0.0000,94.8441,94.9853
81.0125,80.9622,82.5071,0.0000,82.0373,83.5343,83.5144,85.5931,87.7110,90.2049,91.8668,92.0836,94.5089,96.8907,95.8623,0.0000,94.3316,96.2654
81.2492,0.0000,82.8210,0.0000,82.2247,82.4078,0.0000,86.4974,87.8952,87.9857,89.3109,0.0000,0.0000,99.8030,98.2068,98.0706,96.5435,96.4600
79.0056,79.1378,81.3996,81.0176,83.3031,83.2271,85.6430,85.4618,86.1327,88.2626,88.1490,0.0000,100.0000,100.0000,0.0000,96.7866,96.7955,95.6289
