R,R,L,L,R,R,R,W
D,R,W,U,R,R,R,R
D,W,U,W,D,W,U,W
W,R,U,L,D,L,W,W
R,R,U,R,D,W,L,L
W,D,W,W,D,W,D,W
L,L,L,D,W,L,L,W
W,U,R,R,R,W,R,R
