R,R,R,R,R,W,R,R,U,W,U,W,W,D,W,U
U,U,W,U,W,W,U,W,W,D,W,U,L,L,L,W
W,U,W,U,L,L,W,W,R,R,R,R,U,L,W,W
R,U,R,U,L,W,D,W,R,R,R,U,W,U,U,W
R,R,U,U,W,W,R,R,W,R,U,U,U,U,U,L
W,U,U,D,W,R,R,R,U,W,U,U,U,D,D,W
R,U,W,R,R,U,W,U,U,W,D,D,R,D,W,U
D,R,R,U,W,U,R,D,L,L,L,R,R,D,D,U
W,R,U,U,R,U,W,D,D,L,R,R,R,R,D,W
U,W,W,W,W,R,R,R,D,W,U,U,W,R,R,W
W,R,R,D,W,U,W,D,W,W,U,D,W,R,R,U
W,R,R,D,W,W,U,W,D,R,R,R,R,U,W,U
R,R,R,D,L,D,W,D,L,R,R,R,U,U,W,U
R,R,R,D,R,R,U,D,W,R,R,U,U,U,R,U
D,W,W,D,D,W,D,W,R,U,R,U,W,R,R,U
R,R,R,D,W,L,L,L,W,U,R,U,W,W,U,W
