87.2434,85.9549,83.6457,82.5480,81.4604,80.3713,81.1958,80.1211,78.9305,77.8840,78.8603,77.7013
85.9549,84.8348,83.7223,82.6098,81.4927,80.2822,80.1388,0.0000,77.8840,0.0000,77.7013,76.7834
84.7117,83.8279,83.8614,82.6208,81.3256,79.1227,77.9103,76.8407,76.7107,75.4481,76.4670,75.8409
83.5048,82.7899,82.6386,81.5573,79.5168,78.4333,77.5445,76.5511,0.0000,73.4734,75.1982,74.8731
82.3281,81.7355,81.4697,80.5870,0.0000,77.5044,78.4063,0.0000,76.2442,0.0000,75.1241,74.2924
81.1797,80.6973,80.5658,0.0000,0.0000,0.0000,80.7716,78.5176,78.4695,77.4050,76.2398,75.0671
81.5037,80.2205,81.6298,82.6142,82.7417,81.7814,80.8106,0.0000,78.1352,77.2130,0.0000,74.5482
82.7564,82.1595,82.7767,83.8275,83.9855,82.8656,81.7509,80.6692,79.3002,77.9477,76.7824,75.5526
83.9390,83.1082,83.8308,85.0607,83.9430,83.8662,82.5363,0.0000,78.0285,76.2415,75.7203,74.8560
85.1658,84.0266,84.0182,85.1656,0.0000,82.6226,81.5244,80.3282,78.0867,78.0414,75.9446,75.3117
84.8944,84.8235,0.0000,83.7721,81.5912,81.4309,80.4677,79.3778,78.2009,77.2608,77.1676,76.2466
87.2378,85.9487,84.8147,83.7033,82.4867,81.3997,80.3383,78.2313,77.3041,77.2688,78.3086,77.1574
