R,R,R,R,R,R,R,R,R,R,D,W,R,R,R,R,L,L
D,W,R,R,R,R,R,R,R,R,R,R,R,U,U,W,U,U
D,D,W,R,R,R,R,R,R,U,W,U,U,U,U,R,U,L
D,R,R,R,R,R,R,R,U,U,R,U,U,U,U,U,U,U
L,L,R,R,R,U,W,U,U,R,R,U,U,U,U,U,U,U
U,R,R,R,D,D,R,R,R,R,R,R,U,U,U,U,U,U
D,D,R,R,R,R,R,R,R,R,R,R,U,L,U,U,U,U
L,L,R,R,U,U,W,U,U,W,R,R,U,U,R,U,U,U
U,W,U,W,U,U,R,U,U,R,R,U,U,U,W,U,U,U
W,R,R,R,U,W,U,U,U,U,U,U,W,U,R,U,U,U
D,D,U,W,U,R,U,U,U,U,U,U,R,U,U,U,U,U
D,D,L,L,U,R,U,U,U,U,U,U,U,U,U,W,R,R
R,R,W,R,U,R,U,U,U,U,W,U,U,R,R,R,U,U
D,U,L,D,U,W,U,U,U,U,R,U,U,W,U,U,U,U
D,L,L,L,L,R,R,U,U,U,U,W,U,R,U,U,U,U
D,L,L,L,L,L,R,U,U,U,U,L,U,R,U,W,U,U
L,L,L,L,L,L,U,U,U,U,U,R,D,R,R,U,L,U
U,L,L,L,L,L,L,U,U,R,R,R,D,R,R,U,U,U
