89.2691,90.4443,90.4686,89.5303,89.7653,91.0164,0.0000,88.4687,89.6774,90.7450
89.3898,89.2841,89.4204,90.5772,92.0343,92.3851,91.9667,90.6973,92.0899,89.8102
88.2084,88.1724,88.6545,89.6220,90.6923,0.0000,93.2974,92.7723,94.9743,0.0000
87.2312,88.3471,89.6094,89.6620,90.7730,93.2102,94.6042,94.8654,96.5119,96.8319
86.6434,87.8521,89.0939,90.3756,90.6259,91.9788,93.2760,93.8744,95.1370,95.5154
85.6437,86.8013,87.8291,88.1148,89.3151,89.5554,0.0000,92.7699,93.8098,94.2124
84.5134,0.0000,88.1863,88.2443,88.1506,0.0000,90.1701,91.5087,92.5061,92.9238
0.0000,85.6001,86.8870,87.0602,0.0000,87.6677,89.0746,90.2746,91.2254,91.6504
82.1522,84.4572,85.6001,0.0000,83.2858,85.7726,87.8813,89.0497,89.9184,0.0000
82.1118,83.2066,0.0000,79.6368,81.9050,0.0000,86.7232,0.0000,88.5908,87.4238
