95.8986,97.1679,97.3001,97.1597,98.4808,0.0000,0.0000,94.5644,97.0522,97.3226
95.9359,95.8237,95.1423,96.9099,98.3274,98.3482,96.8709,94.3153,94.5909,94.8324
94.6541,94.4665,93.4683,95.6146,96.8825,0.0000,95.3423,93.2494,95.0737,0.0000
93.4034,93.3368,94.1656,94.3394,94.3460,93.6921,95.1877,94.9605,96.5653,96.8803
91.0068,91.1278,92.8828,94.1260,93.0684,91.6958,93.7157,93.9310,95.1897,95.5638
89.8772,90.4245,91.5414,91.6790,91.6026,89.5579,0.0000,92.8254,93.8617,94.2606
88.6942,0.0000,91.6472,91.6495,90.5716,0.0000,0.0000,91.7118,92.5723,92.9734
0.0000,88.9953,90.2975,90.4282,0.0000,87.8277,89.2722,90.4626,91.3016,91.7023
89.1665,88.0723,88.9953,0.0000,86.9649,85.6483,0.0000,89.3543,90.0188,0.0000
87.8854,87.0188,0.0000,83.2192,85.5326,0.0000,0.0000,0.0000,87.5071,86.3536
