R,R,R,R,R,R,D,D,D,L,W,U,L,L,L,L
R,R,R,R,R,R,R,D,D,W,R,U,U,L,L,L
R,R,D,D,W,W,R,R,R,R,R,U,U,L,L,L
R,R,R,R,R,R,R,U,W,U,U,U,U,W,U,U
U,W,R,R,R,R,R,R,R,U,U,U,U,L,U,U
D,W,R,D,R,R,R,U,R,U,U,U,U,U,U,U
D,R,D,W,R,R,U,R,R,R,U,W,U,U,U,U
R,R,D,D,R,U,U,U,W,W,U,W,U,U,U,U
D,W,D,L,L,U,D,U,L,D,W,R,U,L,U,L
D,D,D,U,D,D,D,D,L,R,R,U,U,U,U,U
R,R,D,W,D,D,D,D,D,D,U,U,U,U,R,R
D,D,R,D,D,D,D,D,D,L,L,U,U,L,L,D
R,R,R,D,D,R,D,D,D,L,D,W,U,U,R,R
U,W,R,R,D,W,D,D,L,L,L,W,L,L,U,W
W,W,R,R,R,D,L,L,L,W,D,L,L,D,R,U
R,R,U,W,W,L,L,L,L,L,L,L,L,L,L,U
