93.5289,92.8754,0.0000,94.7364,96.9869,0.0000,89.5910,0.0000,92.5501,95.0337,0.0000,93.3212,0.0000,96.2743,0.0000,96.0046,0.0000,0.0000
92.8754,95.2290,0.0000,96.4027,96.6827,94.1936,91.9848,93.8796,92.1309,94.5322,95.7262,95.7622,98.5390,98.7525,98.7696,98.4795,95.7127,93.3477
0.0000,97.9882,97.9107,95.4659,96.3196,93.8969,93.8960,94.2578,91.9085,0.0000,95.0069,0.0000,96.6837,98.7613,98.7824,0.0000,93.3477,93.9579
0.0000,97.9725,97.0798,94.7151,93.9485,93.8046,92.2962,94.5242,92.2767,94.7504,97.4691,98.0409,98.0747,98.4768,96.4489,94.6915,92.5924,0.0000
0.0000,97.7521,99.7521,0.0000,0.0000,91.3881,0.0000,97.5397,0.0000,92.6728,95.1016,97.5728,96.0546,98.1788,97.7356,97.1925,94.4984,91.7781
0.0000,99.9990,99.9990,0.0000,99.9990,0.0000,99.9990,97.5087,0.0000,90.6272,92.6710,94.7317,93.7332,0.0000,95.2475,95.0651,0.0000,89.3868
97.5052,99.9990,0.0000,0.0000,0.0000,0.0000,99.9990,97.5055,0.0000,91.4870,90.4024,0.0000,0.0000,0.0000,0.0000,97.5052,0.0000,0.0000
0.0000,0.0000,99.9990,97.5186,95.2473,92.9645,0.0000,97.5045,0.0000,0.0000,0.0000,99.9990,99.9990,0.0000,99.9990,99.9990,0.0000,0.0000
0.0000,-99.9990,0.0000,97.6267,96.7993,94.1937,0.0000,99.9982,99.9982,99.9974,97.5273,97.5077,0.0000,93.0021,0.0000,0.0000,0.0000,-99.9990
0.0000,0.0000,99.9990,97.4951,99.5064,0.0000,0.0000,0.0000,99.9974,99.9916,97.7183,96.7281,0.0000,95.4390,95.4388,96.0663,0.0000,0.0000
99.9990,97.7521,0.0000,97.2815,99.7516,0.0000,99.9990,97.5052,99.7448,99.9378,99.6946,99.0883,96.5058,97.9067,97.8280,95.6690,94.9048,0.0000
99.9990,99.7521,99.4249,97.2347,99.9718,99.9990,0.0000,0.0000,97.8991,99.9605,0.0000,96.5058,95.6956,98.0652,98.0606,97.7650,97.2702,0.0000
0.0000,0.0000,96.7488,95.2138,0.0000,0.0000,99.9990,99.7863,99.5520,99.9793,0.0000,0.0000,0.0000,0.0000,0.0000,97.2702,99.6992,99.9990
97.2294,99.9990,0.0000,97.4868,97.2330,94.7737,0.0000,97.3442,97.7419,99.9961,99.9981,0.0000,0.0000,0.0000,-99.9990,0.0000,0.0000,0.0000
94.9943,0.0000,99.9990,0.0000,99.9990,0.0000,-99.9990,0.0000,97.8726,0.0000,99.9980,99.9972,99.9903,97.7084,0.0000,99.9990,99.9990,0.0000
97.4564,99.9990,0.0000,97.2051,0.0000,0.0000,0.0000,99.9990,97.7885,97.4978,99.9914,99.9904,99.9343,99.4240,0.0000,0.0000,97.7793,99.9990
99.5224,99.9990,99.9990,99.6951,97.2078,94.7489,92.4066,0.0000,99.9990,0.0000,99.9921,97.7723,97.4303,96.9982,97.0594,96.8237,95.4791,0.0000
97.7269,99.9990,0.0000,99.7230,97.2299,0.0000,93.1031,90.6953,0.0000,99.9990,0.0000,0.0000,94.9487,94.7881,96.6222,94.6170,0.0000,0.0000
