D,W,W,D,U,W,R,D,D,D,L,W,L,L,U,U
D,W,D,L,L,D,R,R,D,L,W,U,L,L,U,U
U,L,L,W,W,D,R,R,R,W,U,U,W,U,R,D
U,W,U,L,L,D,W,W,W,W,U,U,W,W,W,W
W,R,U,U,W,R,R,U,W,W,U,U,L,L,W,D
W,W,U,D,W,R,U,U,L,W,W,U,U,R,R,D
U,U,W,R,R,D,W,U,L,W,R,U,U,U,W,L
L,U,L,L,W,L,L,D,L,D,D,W,W,W,R,U
U,L,D,W,L,L,D,L,D,D,D,W,W,L,L,U
U,L,W,R,U,L,L,D,D,D,L,R,R,W,W,U
L,L,W,W,U,U,R,R,D,W,D,R,D,L,L,L
W,W,D,R,U,D,W,W,W,D,D,W,D,L,W,D
U,W,D,W,R,R,R,W,R,R,D,R,D,W,D,D
W,W,U,R,U,W,U,L,L,R,R,U,D,L,D,D
R,R,U,U,U,W,U,U,W,U,W,R,D,R,D,W
D,U,U,U,W,R,U,L,W,U,L,W,D,W,D,U
