R,R,R,R,R,R,U,W,L,L,L,R,R,R,R,U,U,W
R,R,R,U,W,W,U,L,L,L,L,U,W,U,W,U,U,L
D,D,W,U,L,W,W,W,U,L,W,U,W,U,W,U,W,W
D,L,R,U,L,W,U,R,U,W,R,R,R,U,W,U,R,R
D,W,U,U,U,L,U,W,W,R,D,U,R,U,U,W,R,U
R,U,W,W,W,W,W,R,R,R,D,W,L,U,R,R,U,U
D,D,L,L,L,L,D,U,W,R,D,L,U,R,D,R,R,D
D,L,L,L,D,W,D,D,W,R,D,D,D,W,D,R,R,R
D,W,U,L,W,D,W,R,R,D,D,L,L,W,D,W,W,W
W,W,U,D,W,D,U,W,D,D,D,W,R,R,R,R,R,W
W,R,R,R,D,L,D,R,R,D,L,L,L,U,U,U,W,D
W,R,R,R,D,R,D,D,W,D,L,W,D,L,R,U,L,L
L,L,W,R,D,W,R,D,W,D,L,L,L,W,R,D,L,L
D,W,L,R,R,W,W,R,R,R,W,L,L,W,D,U,W,W
R,R,U,U,W,W,W,U,U,W,W,L,D,W,D,L,L,U
R,U,U,U,W,W,U,L,L,D,R,R,D,L,L,L,L,L
R,U,U,W,R,R,U,U,D,D,D,U,W,U,W,U,U,L
W,U,U,L,W,W,R,R,R,D,D,W,R,U,L,L,U,R
