D,L,D,D,W,R,D,D
D,W,R,D,W,W,R,R
L,D,W,D,L,L,U,U
D,D,R,D,W,U,D,D
D,W,R,R,U,W,D,D
D,D,D,R,U,L,D,L
D,D,D,W,U,L,L,L
L,L,L,U,L,L,U,L
