W,L,L,L,L,L,D,W,U,W,W,R,D,L,L,L
U,L,L,L,L,D,L,D,W,U,W,R,D,W,U,U
U,W,W,U,U,W,R,R,R,U,L,W,D,L,W,W
U,L,L,U,W,D,W,R,R,U,L,L,L,L,L,L
U,L,L,L,L,R,R,U,W,W,U,L,L,U,U,W
W,U,W,U,R,D,U,U,L,L,U,U,L,L,L,W
R,U,L,L,U,W,R,U,W,U,W,U,U,U,L,L
W,U,U,U,U,R,U,U,L,U,L,U,U,W,U,L
R,U,U,U,U,R,U,U,U,U,L,U,U,R,U,W
W,U,U,U,L,R,U,U,R,U,U,L,L,W,U,L
D,W,U,U,L,L,W,U,U,W,U,U,U,U,U,U
R,U,U,U,U,W,D,W,U,R,U,U,L,U,W,U
U,U,R,D,U,L,L,L,U,U,U,U,D,W,D,W
U,R,R,D,D,R,W,W,R,R,D,W,D,D,L,L
U,U,W,L,L,L,D,D,W,R,R,R,R,U,L,L
W,R,R,R,D,R,R,D,L,L,R,D,U,U,U,L
