W,R,R,R,R,R,R,U
R,R,R,U,U,U,W,U
W,D,U,U,U,U,W,U
U,L,L,L,R,R,R,U
U,U,W,W,D,U,W,U
U,W,R,U,R,R,D,D
R,U,R,U,L,R,R,D
U,W,R,U,R,R,R,D
