100.0000,98.6908,97.2371,0.0000,0.0000,100.0000,0.0000,97.5062,100.0000,0.0000,100.0000,100.0000,100.0000,97.7833,97.8109,95.4442,96.0893,94.8471
100.0000,0.0000,95.9349,93.7460,0.0000,97.2027,94.7438,0.0000,100.0000,0.0000,98.8346,100.0000,100.0000,100.0000,0.0000,96.2522,96.2759,94.9948
0.0000,97.7138,97.4830,95.8049,0.0000,97.2376,0.0000,98.5489,99.8563,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,98.7271,0.0000,0.0000
93.5649,95.7517,96.9303,94.6209,96.0148,95.9645,98.1947,0.0000,97.3644,0.0000,0.0000,0.0000,0.0000,95.0280,97.3992,98.7111,98.6928,100.0000
95.6223,98.3494,98.6533,0.0000,0.0000,96.6440,98.0123,97.7210,95.3448,0.0000,91.8610,94.5456,95.8024,95.7581,97.2478,0.0000,98.7091,0.0000
0.0000,0.0000,100.0000,100.0000,97.7802,0.0000,95.5013,95.1604,94.0477,91.7265,89.7643,0.0000,95.7332,94.7485,95.7624,95.0711,97.4886,100.0000
100.0000,0.0000,0.0000,0.0000,100.0000,0.0000,94.5238,93.0165,93.8542,92.5233,91.1378,91.6240,94.1637,0.0000,93.5537,95.4352,96.1255,0.0000
97.8335,99.9829,100.0000,0.0000,100.0000,99.8366,97.1683,94.6513,92.4922,0.0000,0.0000,90.6621,92.7514,93.4164,0.0000,96.8522,0.0000,100.0000
98.4546,99.8445,0.0000,100.0000,0.0000,98.5132,98.3820,95.8125,93.3002,91.9646,92.4840,92.2442,90.7988,92.0365,0.0000,98.1382,97.9501,97.5550
98.4061,99.6904,99.7105,99.7014,97.2730,96.1737,0.0000,96.1966,93.5355,91.0743,0.0000,91.1248,92.8725,90.6769,0.0000,0.0000,95.4433,95.1304
98.5282,97.3555,97.4386,99.2894,97.7730,95.4022,0.0000,0.0000,92.0308,89.7944,90.9090,93.3195,93.2754,91.0134,91.8539,94.3219,94.2931,95.0924
98.5017,98.1384,0.0000,96.7735,96.5225,0.0000,-100.0000,0.0000,90.8210,0.0000,0.0000,94.8677,92.6460,92.5483,91.4894,93.9785,93.1123,92.7095
97.0590,95.8264,95.8785,94.6613,96.2093,94.8691,0.0000,100.0000,0.0000,0.0000,0.0000,95.0806,93.7024,0.0000,90.5550,0.0000,90.6650,90.3461
97.8055,97.5838,0.0000,93.4187,0.0000,94.2346,95.6835,97.2764,97.0071,95.4349,97.9025,96.5166,0.0000,90.9741,92.9610,91.7697,91.6563,90.4396
0.0000,97.3239,94.9737,92.7089,92.7376,92.0328,93.1105,0.0000,94.5507,0.0000,99.6835,97.1193,95.8459,93.1370,93.2694,92.0139,90.8979,0.0000
98.4043,96.0835,95.8669,93.3460,91.1332,92.0224,0.0000,90.6807,93.0205,0.0000,100.0000,0.0000,0.0000,0.0000,95.8831,0.0000,0.0000,86.0199
100.0000,0.0000,94.6092,0.0000,0.0000,90.5957,88.8381,91.2224,91.4741,89.0990,0.0000,84.2515,0.0000,100.0000,97.1569,94.5465,0.0000,88.3687
0.0000,93.1315,94.3705,93.1315,90.7233,91.5744,0.0000,88.8642,89.0758,89.1996,88.0250,86.5780,85.4361,0.0000,95.6009,93.3141,92.0882,89.5476
