W,D,D,R,R,W,D,R,D,D,W,R,D,W,L,L,R,R
D,D,D,D,D,D,D,R,D,D,D,W,D,D,W,U,R,U
D,D,L,D,D,D,D,W,D,D,D,R,D,L,W,U,U,U
D,L,L,L,R,R,R,D,D,D,D,W,L,R,R,U,U,U
D,W,D,D,D,U,W,D,D,L,L,L,L,U,U,U,U,U
D,D,L,D,D,W,U,L,W,U,L,L,U,U,U,U,W,U
W,D,D,D,D,R,U,U,L,L,L,L,L,L,U,U,R,U
L,L,L,L,D,R,U,W,U,U,L,L,L,L,D,U,R,U
L,L,L,L,L,L,U,L,U,U,U,D,L,W,D,L,R,R
W,U,U,U,U,W,U,U,U,U,R,D,L,W,D,L,L,W
D,W,U,U,U,L,U,U,U,R,R,D,D,U,L,L,L,U
D,L,W,U,U,L,U,W,R,R,W,D,D,L,U,L,L,U
D,W,R,U,U,U,D,D,L,W,D,D,L,L,L,D,D,L
D,D,W,W,U,R,D,D,W,U,L,L,L,L,D,D,D,W
R,R,R,D,W,R,R,R,R,U,U,L,L,L,L,D,L,W
W,R,R,R,R,R,R,R,U,U,W,W,U,W,W,D,W,D
R,R,R,R,R,U,U,W,U,U,W,R,U,R,R,R,D,L
R,R,U,U,U,U,U,R,U,U,R,R,R,L,U,W,D,W
